pentagon index	x	y	z	x_c	y_c	z_c
0	29.13897615420605	13.76364618946231	0.0	18.28954064604357	0.0	1
0	29.13897615420605	-13.76364618946231	0.0	18.28954064604357	0.0	1
0	0.0	0.0	0.0	18.28954064604357	0.0	1
0	13.76364618946231	26.665079892107762	0.0	18.28954064604357	0.0	1
0	13.76364618946231	-26.665079892107762	0.0	18.28954064604357	0.0	1
1	0.0	0.0	0.0	-18.28954064604357	0.0	1
1	-13.76364618946231	26.665079892107762	0.0	-18.28954064604357	0.0	1
1	-13.76364618946231	-26.665079892107762	0.0	-18.28954064604357	0.0	1
1	13.76364618946231	26.665079892107762	0.0	-18.28954064604357	0.0	1
1	13.76364618946231	-26.665079892107762	0.0	-18.28954064604357	0.0	1
2	84.94303220051987	-42.0404098568515	0.0	74.09359669235738	-55.80405604631381	1
2	84.94303220051987	-69.56770223577612	0.0	74.09359669235738	-55.80405604631381	1
2	55.80405604631381	-55.80405604631381	0.0	74.09359669235738	-55.80405604631381	1
2	69.56770223577612	-29.13897615420605	0.0	74.09359669235738	-55.80405604631381	1
2	69.56770223577612	-82.46913593842157	0.0	74.09359669235738	-55.80405604631381	1
3	26.665079892107762	-42.0404098568515	0.0	37.51451540027024	-55.80405604631381	1
3	26.665079892107762	-69.56770223577612	0.0	37.51451540027024	-55.80405604631381	1
3	55.80405604631381	-55.80405604631381	0.0	37.51451540027024	-55.80405604631381	1
3	42.0404098568515	-29.13897615420605	0.0	37.51451540027024	-55.80405604631381	1
3	42.0404098568515	-82.46913593842157	0.0	37.51451540027024	-55.80405604631381	1
4	140.74708824683367	13.76364618946231	0.0	129.89765273867118	0.0	1
4	140.74708824683367	-13.76364618946231	0.0	129.89765273867118	0.0	1
4	111.60811209262762	0.0	0.0	129.89765273867118	0.0	1
4	125.37175828208993	26.665079892107762	0.0	129.89765273867118	0.0	1
4	125.37175828208993	-26.665079892107762	0.0	129.89765273867118	0.0	1
5	82.46913593842157	13.76364618946231	0.0	93.31857144658406	0.0	1
5	82.46913593842157	-13.76364618946231	0.0	93.31857144658406	0.0	1
5	111.60811209262762	0.0	0.0	93.31857144658406	0.0	1
5	97.84446590316531	26.665079892107762	0.0	93.31857144658406	0.0	1
5	97.84446590316531	-26.665079892107762	0.0	93.31857144658406	0.0	1
6	196.55114429314747	-42.0404098568515	0.0	185.70170878498502	-55.80405604631381	1
6	196.55114429314747	-69.56770223577612	0.0	185.70170878498502	-55.80405604631381	1
6	167.41216813894144	-55.80405604631381	0.0	185.70170878498502	-55.80405604631381	1
6	181.17581432840376	-29.13897615420605	0.0	185.70170878498502	-55.80405604631381	1
6	181.17581432840376	-82.46913593842157	0.0	185.70170878498502	-55.80405604631381	1
7	138.27319198473538	-42.0404098568515	0.0	149.12262749289786	-55.80405604631381	1
7	138.27319198473538	-69.56770223577612	0.0	149.12262749289786	-55.80405604631381	1
7	167.41216813894144	-55.80405604631381	0.0	149.12262749289786	-55.80405604631381	1
7	153.64852194947912	-29.13897615420605	0.0	149.12262749289786	-55.80405604631381	1
7	153.64852194947912	-82.46913593842157	0.0	149.12262749289786	-55.80405604631381	1
8	252.3552003394613	13.76364618946231	0.0	241.50576483129882	0.0	1
8	252.3552003394613	-13.76364618946231	0.0	241.50576483129882	0.0	1
8	223.21622418525524	0.0	0.0	241.50576483129882	0.0	1
8	236.97987037471756	26.665079892107762	0.0	241.50576483129882	0.0	1
8	236.97987037471756	-26.665079892107762	0.0	241.50576483129882	0.0	1
9	194.07724803104918	13.76364618946231	0.0	204.92668353921167	0.0	1
9	194.07724803104918	-13.76364618946231	0.0	204.92668353921167	0.0	1
9	223.21622418525524	0.0	0.0	204.92668353921167	0.0	1
9	209.45257799579292	26.665079892107762	0.0	204.92668353921167	0.0	1
9	209.45257799579292	-26.665079892107762	0.0	204.92668353921167	0.0	1
10	308.1592563857751	-42.0404098568515	0.0	297.30982087761265	-55.80405604631381	1
10	308.1592563857751	-69.56770223577612	0.0	297.30982087761265	-55.80405604631381	1
10	279.0202802315691	-55.80405604631381	0.0	297.30982087761265	-55.80405604631381	1
10	292.78392642103137	-29.13897615420605	0.0	297.30982087761265	-55.80405604631381	1
10	292.78392642103137	-82.46913593842157	0.0	297.30982087761265	-55.80405604631381	1
11	249.881304077363	-42.0404098568515	0.0	260.7307395855255	-55.80405604631381	1
11	249.881304077363	-69.56770223577612	0.0	260.7307395855255	-55.80405604631381	1
11	279.0202802315691	-55.80405604631381	0.0	260.7307395855255	-55.80405604631381	1
11	265.2566340421067	-29.13897615420605	0.0	260.7307395855255	-55.80405604631381	1
11	265.2566340421067	-82.46913593842157	0.0	260.7307395855255	-55.80405604631381	1
12	363.9633124320889	13.76364618946231	0.0	353.11387692392645	0.0	1
12	363.9633124320889	-13.76364618946231	0.0	353.11387692392645	0.0	1
12	334.8243362778829	0.0	0.0	353.11387692392645	0.0	1
12	348.58798246734517	26.665079892107762	0.0	353.11387692392645	0.0	1
12	348.58798246734517	-26.665079892107762	0.0	353.11387692392645	0.0	1
13	305.6853601236768	13.76364618946231	0.0	316.5347956318393	0.0	1
13	305.6853601236768	-13.76364618946231	0.0	316.5347956318393	0.0	1
13	334.8243362778829	0.0	0.0	316.5347956318393	0.0	1
13	321.0606900884206	26.665079892107762	0.0	316.5347956318393	0.0	1
13	321.0606900884206	-26.665079892107762	0.0	316.5347956318393	0.0	1
14	419.7673684784027	-42.0404098568515	0.0	408.91793297024026	-55.80405604631381	1
14	419.7673684784027	-69.56770223577612	0.0	408.91793297024026	-55.80405604631381	1
14	390.6283923241967	-55.80405604631381	0.0	408.91793297024026	-55.80405604631381	1
14	404.39203851365903	-29.13897615420605	0.0	408.91793297024026	-55.80405604631381	1
14	404.39203851365903	-82.46913593842157	0.0	408.91793297024026	-55.80405604631381	1
15	361.48941616999065	-42.0404098568515	0.0	372.3388516781531	-55.80405604631381	1
15	361.48941616999065	-69.56770223577612	0.0	372.3388516781531	-55.80405604631381	1
15	390.6283923241967	-55.80405604631381	0.0	372.3388516781531	-55.80405604631381	1
15	376.8647461347344	-29.13897615420605	0.0	372.3388516781531	-55.80405604631381	1
15	376.8647461347344	-82.46913593842157	0.0	372.3388516781531	-55.80405604631381	1
16	475.5714245247165	13.76364618946231	0.0	464.72198901655406	0.0	1
16	475.5714245247165	-13.76364618946231	0.0	464.72198901655406	0.0	1
16	446.4324483705105	0.0	0.0	464.72198901655406	0.0	1
16	460.1960945599728	26.665079892107762	0.0	464.72198901655406	0.0	1
16	460.1960945599728	-26.665079892107762	0.0	464.72198901655406	0.0	1
17	417.29347221630445	13.76364618946231	0.0	428.1429077244669	0.0	1
17	417.29347221630445	-13.76364618946231	0.0	428.1429077244669	0.0	1
17	446.4324483705105	0.0	0.0	428.1429077244669	0.0	1
17	432.6688021810482	26.665079892107762	0.0	428.1429077244669	0.0	1
17	432.6688021810482	-26.665079892107762	0.0	428.1429077244669	0.0	1
18	531.3754805710304	-42.0404098568515	0.0	520.5260450628679	-55.80405604631381	1
18	531.3754805710304	-69.56770223577612	0.0	520.5260450628679	-55.80405604631381	1
18	502.2365044168243	-55.80405604631381	0.0	520.5260450628679	-55.80405604631381	1
18	516.0001506062866	-29.13897615420605	0.0	520.5260450628679	-55.80405604631381	1
18	516.0001506062866	-82.46913593842157	0.0	520.5260450628679	-55.80405604631381	1
19	473.09752826261825	-42.0404098568515	0.0	483.9469637707807	-55.80405604631381	1
19	473.09752826261825	-69.56770223577612	0.0	483.9469637707807	-55.80405604631381	1
19	502.2365044168243	-55.80405604631381	0.0	483.9469637707807	-55.80405604631381	1
19	488.472858227362	-29.13897615420605	0.0	483.9469637707807	-55.80405604631381	1
19	488.472858227362	-82.46913593842157	0.0	483.9469637707807	-55.80405604631381	1
20	587.1795366173442	13.76364618946231	0.0	576.3301011091817	0.0	1
20	587.1795366173442	-13.76364618946231	0.0	576.3301011091817	0.0	1
20	558.0405604631381	0.0	0.0	576.3301011091817	0.0	1
20	571.8042066526004	26.665079892107762	0.0	576.3301011091817	0.0	1
20	571.8042066526004	-26.665079892107762	0.0	576.3301011091817	0.0	1
21	528.9015843089321	13.76364618946231	0.0	539.7510198170946	0.0	1
21	528.9015843089321	-13.76364618946231	0.0	539.7510198170946	0.0	1
21	558.0405604631381	0.0	0.0	539.7510198170946	0.0	1
21	544.2769142736759	26.665079892107762	0.0	539.7510198170946	0.0	1
21	544.2769142736759	-26.665079892107762	0.0	539.7510198170946	0.0	1
22	642.983592663658	-42.0404098568515	0.0	632.1341571554955	-55.80405604631381	1
