pentagon index	x	y	z	x_c	y_c	z_c
0	30.360488114759846	11.3829206665275	0.0	18.28954064604357	0.0	1
0	30.360488114759846	-11.3829206665275	0.0	18.28954064604357	0.0	1
0	0.0	0.0	0.0	18.28954064604357	0.0	1
0	11.3829206665275	17.917421172020987	0.0	18.28954064604357	0.0	1
0	11.3829206665275	-17.917421172020987	0.0	18.28954064604357	0.0	1
1	0.0	0.0	0.0	-18.28954064604357	0.0	1
1	-11.3829206665275	17.917421172020987	0.0	-18.28954064604357	0.0	1
1	-11.3829206665275	-17.917421172020987	0.0	-18.28954064604357	0.0	1
1	11.3829206665275	17.917421172020987	0.0	-18.28954064604357	0.0	1
1	11.3829206665275	-17.917421172020987	0.0	-18.28954064604357	0.0	1
2	78.63839740154069	-36.89498862025333	0.0	66.5674499328244	-48.27790928678083	1
2	78.63839740154069	-59.66082995330834	0.0	66.5674499328244	-48.27790928678083	1
2	48.27790928678083	-48.27790928678083	0.0	66.5674499328244	-48.27790928678083	1
2	59.66082995330834	-30.360488114759846	0.0	66.5674499328244	-48.27790928678083	1
2	59.66082995330834	-66.19533045880182	0.0	66.5674499328244	-48.27790928678083	1
3	17.917421172020987	-36.89498862025333	0.0	29.988368640737264	-48.27790928678083	1
3	17.917421172020987	-59.66082995330834	0.0	29.988368640737264	-48.27790928678083	1
3	48.27790928678083	-48.27790928678083	0.0	29.988368640737264	-48.27790928678083	1
3	36.89498862025333	-30.360488114759846	0.0	29.988368640737264	-48.27790928678083	1
3	36.89498862025333	-66.19533045880182	0.0	29.988368640737264	-48.27790928678083	1
4	126.91630668832151	11.3829206665275	0.0	114.84535921960523	0.0	1
4	126.91630668832151	-11.3829206665275	0.0	114.84535921960523	0.0	1
4	96.55581857356167	0.0	0.0	114.84535921960523	0.0	1
4	107.93873924008916	17.917421172020987	0.0	114.84535921960523	0.0	1
4	107.93873924008916	-17.917421172020987	0.0	114.84535921960523	0.0	1
5	66.19533045880182	11.3829206665275	0.0	78.2662779275181	0.0	1
5	66.19533045880182	-11.3829206665275	0.0	78.2662779275181	0.0	1
5	96.55581857356167	0.0	0.0	78.2662779275181	0.0	1
5	85.17289790703417	17.917421172020987	0.0	78.2662779275181	0.0	1
5	85.17289790703417	-17.917421172020987	0.0	78.2662779275181	0.0	1
6	175.19421597510234	-36.89498862025333	0.0	163.12326850638607	-48.27790928678083	1
6	175.19421597510234	-59.66082995330834	0.0	163.12326850638607	-48.27790928678083	1
6	144.8337278603425	-48.27790928678083	0.0	163.12326850638607	-48.27790928678083	1
6	156.21664852687002	-30.360488114759846	0.0	163.12326850638607	-48.27790928678083	1
6	156.21664852687002	-66.19533045880182	0.0	163.12326850638607	-48.27790928678083	1
7	114.47323974558265	-36.89498862025333	0.0	126.54418721429892	-48.27790928678083	1
7	114.47323974558265	-59.66082995330834	0.0	126.54418721429892	-48.27790928678083	1
7	144.8337278603425	-48.27790928678083	0.0	126.54418721429892	-48.27790928678083	1
7	133.450807193815	-30.360488114759846	0.0	126.54418721429892	-48.27790928678083	1
7	133.450807193815	-66.19533045880182	0.0	126.54418721429892	-48.27790928678083	1
8	223.47212526188318	11.3829206665275	0.0	211.4011777931669	0.0	1
8	223.47212526188318	-11.3829206665275	0.0	211.4011777931669	0.0	1
8	193.11163714712333	0.0	0.0	211.4011777931669	0.0	1
8	204.49455781365083	17.917421172020987	0.0	211.4011777931669	0.0	1
8	204.49455781365083	-17.917421172020987	0.0	211.4011777931669	0.0	1
9	162.7511490323635	11.3829206665275	0.0	174.82209650107976	0.0	1
9	162.7511490323635	-11.3829206665275	0.0	174.82209650107976	0.0	1
9	193.11163714712333	0.0	0.0	174.82209650107976	0.0	1
9	181.72871648059584	17.917421172020987	0.0	174.82209650107976	0.0	1
9	181.72871648059584	-17.917421172020987	0.0	174.82209650107976	0.0	1
10	271.750034548664	-36.89498862025333	0.0	259.67908707994775	-48.27790928678083	1
10	271.750034548664	-59.66082995330834	0.0	259.67908707994775	-48.27790928678083	1
10	241.38954643390417	-48.27790928678083	0.0	259.67908707994775	-48.27790928678083	1
10	252.77246710043167	-30.360488114759846	0.0	259.67908707994775	-48.27790928678083	1
10	252.77246710043167	-66.19533045880182	0.0	259.67908707994775	-48.27790928678083	1
11	211.02905831914433	-36.89498862025333	0.0	223.1000057878606	-48.27790928678083	1
11	211.02905831914433	-59.66082995330834	0.0	223.1000057878606	-48.27790928678083	1
11	241.38954643390417	-48.27790928678083	0.0	223.1000057878606	-48.27790928678083	1
11	230.00662576737665	-30.360488114759846	0.0	223.1000057878606	-48.27790928678083	1
11	230.00662576737665	-66.19533045880182	0.0	223.1000057878606	-48.27790928678083	1
12	320.02794383544483	11.3829206665275	0.0	307.95699636672856	0.0	1
12	320.02794383544483	-11.3829206665275	0.0	307.95699636672856	0.0	1
12	289.667455720685	0.0	0.0	307.95699636672856	0.0	1
12	301.0503763872125	17.917421172020987	0.0	307.95699636672856	0.0	1
12	301.0503763872125	-17.917421172020987	0.0	307.95699636672856	0.0	1
13	259.30696760592514	11.3829206665275	0.0	271.3779150746414	0.0	1
13	259.30696760592514	-11.3829206665275	0.0	271.3779150746414	0.0	1
13	289.667455720685	0.0	0.0	271.3779150746414	0.0	1
13	278.28453505415746	17.917421172020987	0.0	271.3779150746414	0.0	1
13	278.28453505415746	-17.917421172020987	0.0	271.3779150746414	0.0	1
14	368.3058531222257	-36.89498862025333	0.0	356.2349056535094	-48.27790928678083	1
14	368.3058531222257	-59.66082995330834	0.0	356.2349056535094	-48.27790928678083	1
14	337.9453650074658	-48.27790928678083	0.0	356.2349056535094	-48.27790928678083	1
14	349.3282856739933	-30.360488114759846	0.0	356.2349056535094	-48.27790928678083	1
14	349.3282856739933	-66.19533045880182	0.0	356.2349056535094	-48.27790928678083	1
15	307.58487689270595	-36.89498862025333	0.0	319.6558243614222	-48.27790928678083	1
15	307.58487689270595	-59.66082995330834	0.0	319.6558243614222	-48.27790928678083	1
15	337.9453650074658	-48.27790928678083	0.0	319.6558243614222	-48.27790928678083	1
15	326.5624443409383	-30.360488114759846	0.0	319.6558243614222	-48.27790928678083	1
15	326.5624443409383	-66.19533045880182	0.0	319.6558243614222	-48.27790928678083	1
16	416.5837624090065	11.3829206665275	0.0	404.51281494029024	0.0	1
16	416.5837624090065	-11.3829206665275	0.0	404.51281494029024	0.0	1
16	386.22327429424666	0.0	0.0	404.51281494029024	0.0	1
16	397.6061949607742	17.917421172020987	0.0	404.51281494029024	0.0	1
16	397.6061949607742	-17.917421172020987	0.0	404.51281494029024	0.0	1
17	355.8627861794868	11.3829206665275	0.0	367.9337336482031	0.0	1
17	355.8627861794868	-11.3829206665275	0.0	367.9337336482031	0.0	1
17	386.22327429424666	0.0	0.0	367.9337336482031	0.0	1
17	374.84035362771914	17.917421172020987	0.0	367.9337336482031	0.0	1
17	374.84035362771914	-17.917421172020987	0.0	367.9337336482031	0.0	1
18	464.8616716957874	-36.89498862025333	0.0	452.79072422707105	-48.27790928678083	1
18	464.8616716957874	-59.66082995330834	0.0	452.79072422707105	-48.27790928678083	1
18	434.5011835810275	-48.27790928678083	0.0	452.79072422707105	-48.27790928678083	1
18	445.884104247555	-30.360488114759846	0.0	452.79072422707105	-48.27790928678083	1
18	445.884104247555	-66.19533045880182	0.0	452.79072422707105	-48.27790928678083	1
19	404.14069546626763	-36.89498862025333	0.0	416.2116429349839	-48.27790928678083	1
19	404.14069546626763	-59.66082995330834	0.0	416.2116429349839	-48.27790928678083	1
19	434.5011835810275	-48.27790928678083	0.0	416.2116429349839	-48.27790928678083	1
19	423.1182629145	-30.360488114759846	0.0	416.2116429349839	-48.27790928678083	1
19	423.1182629145	-66.19533045880182	0.0	416.2116429349839	-48.27790928678083	1
20	513.1395809825682	11.3829206665275	0.0	501.0686335138519	0.0	1
20	513.1395809825682	-11.3829206665275	0.0	501.0686335138519	0.0	1
20	482.77909286780834	0.0	0.0	501.0686335138519	0.0	1
20	494.16201353433587	17.917421172020987	0.0	501.0686335138519	0.0	1
20	494.16201353433587	-17.917421172020987	0.0	501.0686335138519	0.0	1
21	452.4186047530485	11.3829206665275	0.0	464.48955222176477	0.0	1
21	452.4186047530485	-11.3829206665275	0.0	464.48955222176477	0.0	1
21	482.77909286780834	0.0	0.0	464.48955222176477	0.0	1
21	471.3961722012808	17.917421172020987	0.0	464.48955222176477	0.0	1
