pentagon index	x	y	z	x_c	y_c	z_c
0	30.184455232256962	12.629903780668222	0.0	18.28954064604357	0.0	1
0	30.184455232256962	-12.629903780668222	0.0	18.28954064604357	0.0	1
0	0.0	0.0	0.0	18.28954064604357	0.0	1
0	12.629903780668222	22.360550544477206	0.0	18.28954064604357	0.0	1
0	12.629903780668222	-22.360550544477206	0.0	18.28954064604357	0.0	1
1	0.0	0.0	0.0	-18.28954064604357	0.0	1
1	-12.629903780668222	22.360550544477206	0.0	-18.28954064604357	0.0	1
1	-12.629903780668222	-22.360550544477206	0.0	-18.28954064604357	0.0	1
1	12.629903780668222	22.360550544477206	0.0	-18.28954064604357	0.0	1
1	12.629903780668222	-22.360550544477206	0.0	-18.28954064604357	0.0	1
2	82.72946100899112	-39.91510199606594	0.0	70.83454642277773	-52.545005776734165	1
2	82.72946100899112	-65.17490955740239	0.0	70.83454642277773	-52.545005776734165	1
2	52.545005776734165	-52.545005776734165	0.0	70.83454642277773	-52.545005776734165	1
2	65.17490955740239	-74.90555632121136	0.0	70.83454642277773	-52.545005776734165	1
2	65.17490955740239	-30.184455232256962	0.0	70.83454642277773	-52.545005776734165	1
3	22.360550544477206	-39.91510199606594	0.0	34.255465130690595	-52.545005776734165	1
3	22.360550544477206	-65.17490955740239	0.0	34.255465130690595	-52.545005776734165	1
3	52.545005776734165	-52.545005776734165	0.0	34.255465130690595	-52.545005776734165	1
3	39.91510199606594	-74.90555632121136	0.0	34.255465130690595	-52.545005776734165	1
3	39.91510199606594	-30.184455232256962	0.0	34.255465130690595	-52.545005776734165	1
4	135.27446678572528	12.629903780668222	0.0	123.37955219951189	0.0	1
4	135.27446678572528	-12.629903780668222	0.0	123.37955219951189	0.0	1
4	105.09001155346833	0.0	0.0	123.37955219951189	0.0	1
4	117.71991533413654	22.360550544477206	0.0	123.37955219951189	0.0	1
4	117.71991533413654	-22.360550544477206	0.0	123.37955219951189	0.0	1
5	74.90555632121136	12.629903780668222	0.0	86.80047090742477	0.0	1
5	74.90555632121136	-12.629903780668222	0.0	86.80047090742477	0.0	1
5	105.09001155346833	0.0	0.0	86.80047090742477	0.0	1
5	92.46010777280011	22.360550544477206	0.0	86.80047090742477	0.0	1
5	92.46010777280011	-22.360550544477206	0.0	86.80047090742477	0.0	1
6	187.81947256245945	-39.91510199606594	0.0	175.92455797624606	-52.545005776734165	1
6	187.81947256245945	-65.17490955740239	0.0	175.92455797624606	-52.545005776734165	1
6	157.6350173302025	-52.545005776734165	0.0	175.92455797624606	-52.545005776734165	1
6	170.26492111087072	-74.90555632121136	0.0	175.92455797624606	-52.545005776734165	1
6	170.26492111087072	-30.184455232256962	0.0	175.92455797624606	-52.545005776734165	1
7	127.45056209794554	-39.91510199606594	0.0	139.3454766841589	-52.545005776734165	1
7	127.45056209794554	-65.17490955740239	0.0	139.3454766841589	-52.545005776734165	1
7	157.6350173302025	-52.545005776734165	0.0	139.3454766841589	-52.545005776734165	1
7	145.00511354953426	-74.90555632121136	0.0	139.3454766841589	-52.545005776734165	1
7	145.00511354953426	-30.184455232256962	0.0	139.3454766841589	-52.545005776734165	1
8	240.36447833919362	12.629903780668222	0.0	228.46956375298024	0.0	1
8	240.36447833919362	-12.629903780668222	0.0	228.46956375298024	0.0	1
8	210.18002310693666	0.0	0.0	228.46956375298024	0.0	1
8	222.8099268876049	22.360550544477206	0.0	228.46956375298024	0.0	1
8	222.8099268876049	-22.360550544477206	0.0	228.46956375298024	0.0	1
9	179.9955678746797	12.629903780668222	0.0	191.89048246089308	0.0	1
9	179.9955678746797	-12.629903780668222	0.0	191.89048246089308	0.0	1
9	210.18002310693666	0.0	0.0	191.89048246089308	0.0	1
9	197.55011932626843	22.360550544477206	0.0	191.89048246089308	0.0	1
9	197.55011932626843	-22.360550544477206	0.0	191.89048246089308	0.0	1
10	292.90948411592774	-39.91510199606594	0.0	281.0145695297144	-52.545005776734165	1
10	292.90948411592774	-65.17490955740239	0.0	281.0145695297144	-52.545005776734165	1
10	262.7250288836708	-52.545005776734165	0.0	281.0145695297144	-52.545005776734165	1
10	275.35493266433906	-30.184455232256962	0.0	281.0145695297144	-52.545005776734165	1
10	275.35493266433906	-74.90555632121136	0.0	281.0145695297144	-52.545005776734165	1
11	232.54057365141387	-39.91510199606594	0.0	244.43548823762723	-52.545005776734165	1
11	232.54057365141387	-65.17490955740239	0.0	244.43548823762723	-52.545005776734165	1
11	262.7250288836708	-52.545005776734165	0.0	244.43548823762723	-52.545005776734165	1
11	250.0951251030026	-74.90555632121136	0.0	244.43548823762723	-52.545005776734165	1
11	250.0951251030026	-30.184455232256962	0.0	244.43548823762723	-52.545005776734165	1
12	345.4544898926619	12.629903780668222	0.0	333.55957530644855	0.0	1
12	345.4544898926619	-12.629903780668222	0.0	333.55957530644855	0.0	1
12	315.270034660405	0.0	0.0	333.55957530644855	0.0	1
12	327.8999384410732	22.360550544477206	0.0	333.55957530644855	0.0	1
12	327.8999384410732	-22.360550544477206	0.0	333.55957530644855	0.0	1
13	285.08557942814804	12.629903780668222	0.0	296.9804940143614	0.0	1
13	285.08557942814804	-12.629903780668222	0.0	296.9804940143614	0.0	1
13	315.270034660405	0.0	0.0	296.9804940143614	0.0	1
13	302.6401308797368	22.360550544477206	0.0	296.9804940143614	0.0	1
13	302.6401308797368	-22.360550544477206	0.0	296.9804940143614	0.0	1
14	397.9994956693961	-39.91510199606594	0.0	386.1045810831827	-52.545005776734165	1
14	397.9994956693961	-65.17490955740239	0.0	386.1045810831827	-52.545005776734165	1
14	367.81504043713915	-52.545005776734165	0.0	386.1045810831827	-52.545005776734165	1
14	380.44494421780735	-74.90555632121136	0.0	386.1045810831827	-52.545005776734165	1
14	380.44494421780735	-30.184455232256962	0.0	386.1045810831827	-52.545005776734165	1
15	337.6305852048822	-39.91510199606594	0.0	349.52549979109557	-52.545005776734165	1
15	337.6305852048822	-65.17490955740239	0.0	349.52549979109557	-52.545005776734165	1
15	367.81504043713915	-52.545005776734165	0.0	349.52549979109557	-52.545005776734165	1
15	355.18513665647095	-74.90555632121136	0.0	349.52549979109557	-52.545005776734165	1
15	355.18513665647095	-30.184455232256962	0.0	349.52549979109557	-52.545005776734165	1
16	450.54450144613025	12.629903780668222	0.0	438.6495868599169	0.0	1
16	450.54450144613025	-12.629903780668222	0.0	438.6495868599169	0.0	1
16	420.3600462138733	0.0	0.0	438.6495868599169	0.0	1
16	432.9899499945415	22.360550544477206	0.0	438.6495868599169	0.0	1
16	432.9899499945415	-22.360550544477206	0.0	438.6495868599169	0.0	1
17	390.1755909816163	12.629903780668222	0.0	402.07050556782974	0.0	1
17	390.1755909816163	-12.629903780668222	0.0	402.07050556782974	0.0	1
17	420.3600462138733	0.0	0.0	402.07050556782974	0.0	1
17	407.7301424332051	22.360550544477206	0.0	402.07050556782974	0.0	1
17	407.7301424332051	-22.360550544477206	0.0	402.07050556782974	0.0	1
18	503.0895072228644	-39.91510199606594	0.0	491.19459263665107	-52.545005776734165	1
18	503.0895072228644	-65.17490955740239	0.0	491.19459263665107	-52.545005776734165	1
18	472.9050519906075	-52.545005776734165	0.0	491.19459263665107	-52.545005776734165	1
18	485.5349557712757	-74.90555632121136	0.0	491.19459263665107	-52.545005776734165	1
18	485.5349557712757	-30.184455232256962	0.0	491.19459263665107	-52.545005776734165	1
19	442.72059675835055	-39.91510199606594	0.0	454.6155113445639	-52.545005776734165	1
19	442.72059675835055	-65.17490955740239	0.0	454.6155113445639	-52.545005776734165	1
19	472.9050519906075	-52.545005776734165	0.0	454.6155113445639	-52.545005776734165	1
19	460.2751482099393	-74.90555632121136	0.0	454.6155113445639	-52.545005776734165	1
19	460.2751482099393	-30.184455232256962	0.0	454.6155113445639	-52.545005776734165	1
20	555.6345129995985	12.629903780668222	0.0	543.7395984133851	0.0	1
20	555.6345129995985	-12.629903780668222	0.0	543.7395984133851	0.0	1
20	525.4500577673416	0.0	0.0	543.7395984133851	0.0	1
20	538.0799615480098	22.360550544477206	0.0	543.7395984133851	0.0	1
20	538.0799615480098	-22.360550544477206	0.0	543.7395984133851	0.0	1
21	495.26560253508467	12.629903780668222	0.0	507.160517121298	0.0	1
21	495.26560253508467	-12.629903780668222	0.0	507.160517121298	0.0	1
21	525.4500577673416	0.0	0.0	507.160517121298	0.0	1
21	512.8201539866734	22.360550544477206	0.0	507.160517121298	0.0	1
21	512.8201539866734	-22.360550544477206	0.0	507.160517121298	0.0	1
22	608.1795187763328	-39.91510199606594	0.0	596.2846041901192	-52.545005776734165	1
22	608.1795187763328	-65.17490955740239	0.0	596.2846041901192	-52.545005776734165	1
22	577.9950635440757	-52.545005776734165	0.0	596.2846041901192	-52.545005776734165	1
22	590.624967324744	-74.90555632121136	0.0	596.2846041901192	-52.545005776734165	1
22	590.624967324744	-30.184455232256962	0.0	596.2846041901192	-52.545005776734165	1
23	547.8106083118188	-39.91510199606594	0.0	559.7055228980322	-52.545005776734165	1
23	547.8106083118188	-65.17490955740239	0.0	559.7055228980322	-52.545005776734165	1
23	577.9950635440757	-52.545005776734165	0.0	559.7055228980322	-52.545005776734165	1
23	565.3651597634075	-30.184455232256962	0.0	559.7055228980322	-52.545005776734165	1
23	565.3651597634075	-74.90555632121136	0.0	559.7055228980322	-52.545005776734165	1
24	660.7245245530669	12.629903780668222	0.0	648.8296099668535	0.0	1
24	660.7245245530669	-12.629903780668222	0.0	648.8296099668535	0.0	1
24	630.54006932081	0.0	0.0	648.8296099668535	0.0	1
24	643.1699731014781	22.360550544477206	0.0	648.8296099668535	0.0	1
24	643.1699731014781	-22.360550544477206	0.0	648.8296099668535	0.0	1
25	600.355614088553	12.629903780668222	0.0	612.2505286747664	0.0	1
25	600.355614088553	-12.629903780668222	0.0	612.2505286747664	0.0	1
25	630.54006932081	0.0	0.0	612.2505286747664	0.0	1
25	617.9101655401417	22.360550544477206	0.0	612.2505286747664	0.0	1
25	617.9101655401417	-22.360550544477206	0.0	612.2505286747664	0.0	1
26	713.2695303298011	-39.91510199606594	0.0	701.3746157435876	-52.545005776734165	1
26	713.2695303298011	-65.17490955740239	0.0	701.3746157435876	-52.545005776734165	1
26	683.0850750975441	-52.545005776734165	0.0	701.3746157435876	-52.545005776734165	1
26	695.7149788782124	-74.90555632121136	0.0	701.3746157435876	-52.545005776734165	1
26	695.7149788782124	-30.184455232256962	0.0	701.3746157435876	-52.545005776734165	1
27	652.9006198652871	-39.91510199606594	0.0	664.7955344515005	-52.545005776734165	1
27	652.9006198652871	-65.17490955740239	0.0	664.7955344515005	-52.545005776734165	1
27	683.0850750975441	-52.545005776734165	0.0	664.7955344515005	-52.545005776734165	1
27	670.4551713168759	-30.184455232256962	0.0	664.7955344515005	-52.545005776734165	1
27	670.4551713168759	-74.90555632121136	0.0	664.7955344515005	-52.545005776734165	1
28	765.8145361065352	12.629903780668222	0.0	753.9196215203218	0.0	1
28	765.8145361065352	-12.629903780668222	0.0	753.9196215203218	0.0	1
28	735.6300808742783	0.0	0.0	753.9196215203218	0.0	1
28	748.2599846549465	22.360550544477206	0.0	753.9196215203218	0.0	1
28	748.2599846549465	-22.360550544477206	0.0	753.9196215203218	0.0	1
29	705.4456256420214	12.629903780668222	0.0	717.3405402282348	0.0	1
29	705.4456256420214	-12.629903780668222	0.0	717.3405402282348	0.0	1
29	735.6300808742783	0.0	0.0	717.3405402282348	0.0	1
29	723.0001770936101	22.360550544477206	0.0	717.3405402282348	0.0	1
29	723.0001770936101	-22.360550544477206	0.0	717.3405402282348	0.0	1
30	818.3595418832695	-39.91510199606594	0.0	806.4646272970559	-52.545005776734165	1
30	818.3595418832695	-65.17490955740239	0.0	806.4646272970559	-52.545005776734165	1
30	788.1750866510124	-52.545005776734165	0.0	806.4646272970559	-52.545005776734165	1
30	800.8049904316807	-74.90555632121136	0.0	806.4646272970559	-52.545005776734165	1
30	800.8049904316807	-30.184455232256962	0.0	806.4646272970559	-52.545005776734165	1
31	757.9906314187555	-39.91510199606594	0.0	769.8855460049689	-52.545005776734165	1
31	757.9906314187555	-65.17490955740239	0.0	769.8855460049689	-52.545005776734165	1
31	788.1750866510124	-52.545005776734165	0.0	769.8855460049689	-52.545005776734165	1
31	775.5451828703442	-30.184455232256962	0.0	769.8855460049689	-52.545005776734165	1
31	775.5451828703442	-74.90555632121136	0.0	769.8855460049689	-52.545005776734165	1
