theta	type	coordination	number	fraction	err	time
0.30543261909900765	Q = -4	4	1.46	0.006488888888888885	0.0006248083606421609	2500
0.30543261909900765	Q = 0	4	97.24	0.43217777777777777	0.0034996972838171685	2500
0.2742660253133946	Q = +1	3	266.6	0.634761904761905	0.0025571355277840156	2500
0.2742660253133946	Q = +2	4	0.02	8.888888888888889e-05	8.888888888888887e-05	2500
0.2742660253133946	Q = +3	3	44.5	0.10595238095238091	0.0016315897898246882	2500
0.2742660253133946	Q = -1	3	108.84	0.2591428571428571	0.0017744021355347841	2500
0.2742660253133946	Q = -2	4	150.9	0.6706666666666667	0.003459589263701658	2500
0.2742660253133946	Q = -3	3	0.06	0.00014285714285714287	8.077783732678856e-05	2500
0.2742660253133946	Q = -4	4	2.6	0.011555555555555548	0.0008612482518254308	2500
0.2742660253133946	Q = 0	4	71.48	0.3176888888888889	0.0033385959968275218	2500
0.24309943152778163	Q = +1	3	285.34	0.6340888888888889	0.0030730486683282154	2500
0.24309943152778163	Q = +2	4	0.02	8.888888888888889e-05	8.888888888888887e-05	2500
0.24309943152778163	Q = +3	3	59.46	0.13213333333333332	0.0018205844085933788	2500
0.24309943152778163	Q = -1	3	105.18	0.23373333333333327	0.0019296678573807765	2500
0.24309943152778163	Q = -2	4	171.98	0.7643555555555556	0.0038337641481267226	2500
0.24309943152778163	Q = -3	3	0.02	4.4444444444444447e-05	4.4444444444444447e-05	2500
0.24309943152778163	Q = -4	4	4.36	0.019377777777777775	0.0011621649461483223	2500
0.24309943152778163	Q = 0	4	48.64	0.21617777777777775	0.0037168841812912027	2500
0.2119328377421686	Q = +1	3	274.46	0.6309425287356323	0.003604236004200094	2500
0.2119328377421686	Q = +2	4	0.02	8.888888888888889e-05	8.888888888888885e-05	2500
0.2119328377421686	Q = +3	3	67.3	0.15471264367816093	0.001968526708787613	2500
0.2119328377421686	Q = -1	3	93.18	0.2142068965517241	0.0021411445886823453	2500
0.2119328377421686	Q = -2	4	185.16	0.8229333333333332	0.003175517328698217	2500
0.2119328377421686	Q = -3	3	0.06	0.00013793103448275863	7.799239466034757e-05	2500
0.2119328377421686	Q = -4	4	6.9	0.03066666666666666	0.0016906065975484887	2500
0.2119328377421686	Q = 0	4	32.92	0.14631111111111111	0.0027259916519073537	2500
0.18076624395655555	Q = +1	3	282.94	0.6287555555555556	0.0035744452867665613	2500
0.18076624395655555	Q = +3	3	78.76	0.17502222222222227	0.0019513457056575488	2500
0.18076624395655555	Q = -1	3	88.24	0.19608888888888892	0.0021044147287229563	2500
0.18076624395655555	Q = -2	4	190.04	0.8446222222222223	0.0035372772808834724	2500
0.18076624395655555	Q = -3	3	0.06	0.0001333333333333333	7.539264817166933e-05	2500
0.18076624395655555	Q = -4	4	12.56	0.05582222222222222	0.00221098291541454	2500
0.18076624395655555	Q = 0	4	22.4	0.09955555555555556	0.0026454179880634476	2500
0.14959965017094257	Q = +1	3	270.62	0.6221149425287354	0.003595055756733118	2500
0.14959965017094257	Q = +2	4	0.02	8.888888888888889e-05	8.888888888888887e-05	2500
0.14959965017094257	Q = +3	3	84.56	0.19439080459770117	0.0022515997873513776	2500
0.14959965017094257	Q = -1	3	79.76	0.18335632183908046	0.0019087891291920927	2500
0.14959965017094257	Q = -2	4	192.68	0.8563555555555554	0.0026830637226468025	2500
0.14959965017094257	Q = -3	3	0.06	0.00013793103448275863	7.799239466034757e-05	2500
0.14959965017094257	Q = -4	4	18.44	0.08195555555555557	0.0020204447596900376	2500
0.14959965017094257	Q = 0	4	13.86	0.06160000000000001	0.002117286587670895	2500
0.11843305638532953	Q = +1	3	255.54	0.6084285714285715	0.0032661634362079663	2500
0.11843305638532953	Q = +3	3	90.28	0.21495238095238092	0.0019786916156826206	2500
0.11843305638532953	Q = -1	3	74.18	0.17661904761904768	0.002009614080572304	2500
0.11843305638532953	Q = -2	4	189.58	0.8425777777777778	0.0034986143461604178	2500
0.11843305638532953	Q = -4	4	26.5	0.11777777777777775	0.0031343479484945993	2500
0.11843305638532953	Q = 0	4	8.92	0.039644444444444454	0.001812984715944101	2500
0.08726646259971647	Q = +1	3	252.98	0.6023333333333334	0.00332602976071765	2500
0.08726646259971647	Q = +3	3	97.84	0.23295238095238094	0.0021751268525010865	2500
0.08726646259971647	Q = -1	3	68.94	0.16414285714285726	0.001879583342546932	2500
0.08726646259971647	Q = -2	4	184.06	0.8180444444444442	0.0036037773078193614	2500
0.08726646259971647	Q = -3	3	0.24	0.0005714285714285714	0.000160405797585736	2500
0.08726646259971647	Q = -4	4	35.94	0.15973333333333342	0.0034808709520799557	2500
0.08726646259971647	Q = 0	4	5.0	0.022222222222222213	0.0014478418096496993	2500
