time	coordination	charge	err	sec	mT
2360	4	0.19822222222222222	0.0073270375162198444	2360	25.0
2370	3	-0.10095238095238095	0.007075080369308341	2370	25.0
2370	4	0.19484444444444443	0.007140757435339063	2370	25.0
2380	3	-0.10323809523809524	0.007049102690736725	2380	25.0
2380	4	0.19893333333333332	0.007225400748589426	2380	25.0
2390	3	-0.09971428571428571	0.007051517983234913	2390	25.0
2390	4	0.192	0.007178491726922417	2390	25.0
2400	3	-0.10114285714285715	0.00705312160485557	2400	25.0
2400	4	0.19733333333333333	0.00720959840650217	2400	25.0
2410	3	-0.0978095238095238	0.007042491823586214	2410	25.0
2410	4	0.1888	0.007128623156181247	2410	25.0
2420	3	-0.1041904761904762	0.007018773943917821	2420	25.0
2420	4	0.20071111111111112	0.0072603165313129036	2420	25.0
2430	3	-0.10066666666666667	0.007045725800071641	2430	25.0
2430	4	0.19804444444444444	0.007346850416551057	2430	25.0
2440	3	-0.10533333333333333	0.007008908210440071	2440	25.0
2440	4	0.20284444444444444	0.007324418828314673	2440	25.0
2450	3	-0.10342857142857143	0.007012846314525555	2450	25.0
2450	4	0.19928888888888888	0.00738463285552969	2450	25.0
2460	3	-0.0999047619047619	0.007010104754404382	2460	25.0
2460	4	0.19502222222222224	0.007343281003521362	2460	25.0
2470	3	-0.102	0.007012549277969629	2470	25.0
2470	4	0.1984	0.007345997571953059	2470	25.0
2480	3	-0.10038095238095238	0.007018833022618928	2480	25.0
2480	4	0.19235555555555556	0.0071688328107588515	2480	25.0
2490	3	-0.0958095238095238	0.007027040129235513	2490	25.0
2490	4	0.18684444444444445	0.007227842297131587	2490	25.0
2500	3	-0.09676190476190476	0.007038027581993425	2500	25.0
2500	4	0.18755555555555556	0.007204301417356356	2500	25.0
