frame	Chi	count	err	time(s)	field(mT)
0	-1.0	0.033710526315789476	0.001849169361556099	0.0	0.0
0	-0.6	0.16515789473684211	0.003350128228852454	0.0	0.0
0	-0.2	0.3272105263157895	0.004816169507171075	0.0	0.0
0	0.2	0.32813157894736844	0.005283185578937752	0.0	0.0
0	0.6	0.16549999999999998	0.003703808928202093	0.0	0.0
0	1.0	0.03292105263157895	0.002004309478868562	0.0	0.0
5000	-1.0	0.033710526315789476	0.0018163964800568002	50.0	0.625
5000	-0.6	0.16510526315789473	0.00340452921167465	50.0	0.625
5000	-0.2	0.32692105263157895	0.005057900101820017	50.0	0.625
5000	0.2	0.32865789473684215	0.005359147494607524	50.0	0.625
5000	0.6	0.16557894736842108	0.0037067364149486973	50.0	0.625
5000	1.0	0.0326578947368421	0.002016961964062559	50.0	0.625
10000	-1.0	0.03378947368421053	0.0018038062532503534	100.0	1.25
10000	-0.6	0.16447368421052633	0.0033509296798104296	100.0	1.25
10000	-0.2	0.32776315789473687	0.005276734637074124	100.0	1.25
10000	0.2	0.32871052631578945	0.005153043872960042	100.0	1.25
10000	0.6	0.16513157894736843	0.003712346530407605	100.0	1.25
10000	1.0	0.03276315789473684	0.0020144378245546693	100.0	1.25
15000	-1.0	0.03357894736842105	0.0017557638699202385	150.0	1.875
15000	-0.6	0.1650263157894737	0.003498554089453196	150.0	1.875
15000	-0.2	0.32789473684210524	0.005748315766480418	150.0	1.875
15000	0.2	0.32739473684210524	0.005475502930520038	150.0	1.875
15000	0.6	0.16599999999999998	0.0036952802853891208	150.0	1.875
15000	1.0	0.03273684210526316	0.0020874650457304066	150.0	1.875
20000	-1.0	0.03405263157894737	0.0017565686386611821	200.0	2.5
20000	-0.6	0.16513157894736843	0.0032527488081933787	200.0	2.5
20000	-0.2	0.32692105263157895	0.0053379553494778634	200.0	2.5
20000	0.2	0.3273684210526316	0.00515119910001681	200.0	2.5
20000	0.6	0.16607894736842105	0.0036451531828575728	200.0	2.5
20000	1.0	0.033078947368421055	0.002124991478568808	200.0	2.5
25000	-1.0	0.03392105263157895	0.0017417216551895583	250.0	3.125
25000	-0.6	0.16555263157894737	0.0031065577413951022	250.0	3.125
25000	-0.2	0.32671052631578945	0.005226949835144483	250.0	3.125
25000	0.2	0.3268947368421053	0.00519909997125003	250.0	3.125
25000	0.6	0.16628947368421051	0.0038411137869963875	250.0	3.125
25000	1.0	0.03326315789473684	0.002166209648975614	250.0	3.125
30000	-1.0	0.03428947368421053	0.001690496626914785	300.0	3.75
30000	-0.6	0.16599999999999998	0.003044137967054475	300.0	3.75
30000	-0.2	0.32639473684210524	0.005159704246478787	300.0	3.75
30000	0.2	0.32563157894736844	0.004796173357362765	300.0	3.75
30000	0.6	0.16647368421052633	0.0037246893960828603	300.0	3.75
30000	1.0	0.033842105263157896	0.002188925714292242	300.0	3.75
35000	-1.0	0.034710526315789476	0.0016914995666872383	350.0	4.375
35000	-0.6	0.16555263157894737	0.003302808631814225	350.0	4.375
35000	-0.2	0.3278684210526316	0.005023188076525251	350.0	4.375
35000	0.2	0.32334210526315793	0.005115276094435373	350.0	4.375
35000	0.6	0.16652631578947366	0.003762367248858181	350.0	4.375
35000	1.0	0.03463157894736842	0.002216834128448849	350.0	4.375
40000	-1.0	0.03544736842105263	0.0016244125557506798	400.0	5.0
40000	-0.6	0.16607894736842105	0.0032614704933447863	400.0	5.0
40000	-0.2	0.3268421052631579	0.005217985525433846	400.0	5.0
40000	0.2	0.3213684210526316	0.005412463344451261	400.0	5.0
40000	0.6	0.16765789473684212	0.0038933740031475103	400.0	5.0
40000	1.0	0.03523684210526316	0.002287200866994658	400.0	5.0
45000	-1.0	0.03660526315789474	0.0017014964499027319	450.0	5.625
45000	-0.6	0.1660263157894737	0.0032182844581078707	450.0	5.625
45000	-0.2	0.32552631578947366	0.0052112097979614665	450.0	5.625
45000	0.2	0.32044736842105265	0.005599617434821816	450.0	5.625
45000	0.6	0.16776315789473684	0.004079640286247114	450.0	5.625
45000	1.0	0.036263157894736844	0.002190732823928967	450.0	5.625
50000	-1.0	0.03718421052631579	0.0016533020799415778	500.0	6.25
50000	-0.6	0.16755263157894737	0.0033924379596508092	500.0	6.25
50000	-0.2	0.32342105263157894	0.005358296934125488	500.0	6.25
50000	0.2	0.319	0.005600847718559007	500.0	6.25
50000	0.6	0.16805263157894737	0.0038815129525238677	500.0	6.25
50000	1.0	0.037421052631578945	0.002133537310993859	500.0	6.25
55000	-1.0	0.03894736842105263	0.0017186660828063846	550.0	6.875
55000	-0.6	0.16989473684210527	0.003772196261999262	550.0	6.875
55000	-0.2	0.3186052631578947	0.00517720496961598	550.0	6.875
55000	0.2	0.31639473684210523	0.0054083164603583945	550.0	6.875
55000	0.6	0.16984210526315788	0.0041034656892831416	550.0	6.875
55000	1.0	0.03894736842105263	0.002255639097744361	550.0	6.875
