time	coordination	charge	err	sec	mT
1200	3	0.7383111111111111	0.009812196200631668	1200	15.0
1200	4	-1.4789333333333334	0.010938337872299414	1200	15.0
1205	3	0.7429333333333333	0.009824866238393183	1205	15.0625
1205	4	-1.4892444444444444	0.010877374282682756	1205	15.0625
1210	3	0.744	0.009811618814288901	1210	15.125
1210	4	-1.4926222222222223	0.010846342686277903	1210	15.125
1215	3	0.7489777777777777	0.0097834710804393	1215	15.1875
1215	4	-1.5034666666666667	0.010813683266800817	1215	15.1875
1220	3	0.7534222222222222	0.00977880176967141	1220	15.25
1220	4	-1.511288888888889	0.010783938531925977	1220	15.25
1225	3	0.7582222222222222	0.009788971867800053	1225	15.3125
1225	4	-1.5223111111111112	0.010751588018770322	1225	15.3125
1230	3	0.7638222222222222	0.00975746308567389	1230	15.375
1230	4	-1.5333333333333334	0.010735811684827443	1230	15.375
1235	3	0.7673777777777778	0.00972638857756664	1235	15.4375
1235	4	-1.5418666666666667	0.010721368610674907	1235	15.4375
1240	3	0.7725333333333333	0.009741545069558384	1240	15.5
1240	4	-1.551288888888889	0.010675621597055972	1240	15.5
1245	3	0.7745777777777778	0.00969773037194971	1245	15.5625
1245	4	-1.5557333333333334	0.010649182339566646	1245	15.5625
1250	3	0.7780444444444444	0.009695988146281274	1250	15.625
1250	4	-1.5616	0.010633683559556583	1250	15.625
1255	3	0.7816	0.00968408570893482	1255	15.6875
1255	4	-1.5681777777777777	0.010629371358657366	1255	15.6875
1260	3	0.7858666666666667	0.009649911488655847	1260	15.75
1260	4	-1.5767111111111112	0.010603354013479378	1260	15.75
1265	3	0.7918222222222222	0.009649562426476813	1265	15.8125
1265	4	-1.5884444444444445	0.010557871764650055	1265	15.8125
1270	3	0.7962666666666667	0.009656232873699254	1270	15.875
1270	4	-1.5966222222222222	0.010504964378005225	1270	15.875
1275	3	0.7978666666666666	0.009654454077654494	1275	15.9375
1275	4	-1.599288888888889	0.010497485753654553	1275	15.9375
1280	3	0.8039111111111111	0.009638702456129628	1280	16.0
1280	4	-1.6110222222222221	0.010458359992859254	1280	16.0
1285	3	0.8087111111111112	0.009612622532795472	1285	16.0625
1285	4	-1.6202666666666667	0.01043110383531676	1285	16.0625
1290	3	0.8110222222222222	0.009607254792097649	1290	16.125
1290	4	-1.6257777777777778	0.010407876632921817	1290	16.125
1295	3	0.8149333333333333	0.009586765598488051	1295	16.1875
1295	4	-1.6337777777777778	0.01037694533159285	1295	16.1875
1300	3	0.8185777777777777	0.0095762564240912	1300	16.25
1300	4	-1.6401777777777777	0.010341962619705573	1300	16.25
1305	3	0.8226666666666667	0.009547437477174176	1305	16.3125
1305	4	-1.6497777777777778	0.010307018185357363	1305	16.3125
1310	3	0.8273777777777778	0.009537614374272628	1310	16.375
1310	4	-1.6595555555555555	0.010270142511503365	1310	16.375
1315	3	0.832	0.009534654709451392	1315	16.4375
1315	4	-1.6675555555555555	0.010279586508142377	1315	16.4375
1320	3	0.8377777777777777	0.009543655455111471	1320	16.5
1320	4	-1.6787555555555556	0.010238905023828604	1320	16.5
1325	3	0.8409777777777778	0.009517034126914365	1325	16.5625
1325	4	-1.6832	0.010218781861411223	1325	16.5625
1330	3	0.8427555555555556	0.00950006625670259	1330	16.625
1330	4	-1.6876444444444445	0.01021702551516041	1330	16.625
1335	3	0.8461333333333333	0.009495037519123737	1335	16.6875
1335	4	-1.6936888888888888	0.010155769404876435	1335	16.6875
1340	3	0.8488888888888889	0.009467421873262391	1340	16.75
1340	4	-1.6993777777777779	0.010155319564578585	1340	16.75
1345	3	0.8528888888888889	0.00946813543618587	1345	16.8125
1345	4	-1.706488888888889	0.010161360037302846	1345	16.8125
1350	3	0.856	0.009455648435001731	1350	16.875
1350	4	-1.712	0.01008645082063804	1350	16.875
1355	3	0.8584	0.009436767188960471	1355	16.9375
1355	4	-1.7192888888888889	0.010121890968103302	1355	16.9375
1360	3	0.8614222222222222	0.009440435199192587	1360	17.0
1360	4	-1.7255111111111112	0.010072927081363047	1360	17.0
1365	3	0.8648	0.009425022675932246	1365	17.0625
1365	4	-1.7306666666666666	0.010049185152200652	1365	17.0625
1370	3	0.8702222222222222	0.009410374246857029	1370	17.125
1370	4	-1.741511111111111	0.009990983503856535	1370	17.125
1375	3	0.8724444444444445	0.009376818683124682	1375	17.1875
1375	4	-1.7459555555555555	0.00996787284098539	1375	17.1875
1380	3	0.8778666666666667	0.009339927868247474	1380	17.25
1380	4	-1.754488888888889	0.009993191471713717	1380	17.25
1385	3	0.8806222222222222	0.009325849713726894	1385	17.3125
1385	4	-1.7605333333333333	0.009946023090279537	1385	17.3125
1390	3	0.8809777777777777	0.009325204404601894	1390	17.375
1390	4	-1.7616	0.009945123060273906	1390	17.375
1395	3	0.8868444444444444	0.009307249797689926	1395	17.4375
1395	4	-1.7726222222222223	0.009894842296171037	1395	17.4375
1400	3	0.8905777777777778	0.00929479305560132	1400	17.5
1400	4	-1.7802666666666667	0.009876638250405093	1400	17.5
1405	3	0.8918222222222222	0.009282680974232788	1405	17.5625
1405	4	-1.784	0.00984711209933112	1405	17.5625
1410	3	0.8956444444444445	0.009243257990794113	1410	17.625
1410	4	-1.789511111111111	0.009814334056898721	1410	17.625
1415	3	0.8985777777777778	0.009242572091853698	1415	17.6875
1415	4	-1.7966222222222221	0.00981800052750917	1415	17.6875
1420	3	0.9013333333333333	0.009236629131767935	1420	17.75
1420	4	-1.8014222222222223	0.009799352985154844	1420	17.75
1425	3	0.9039111111111111	0.009236553831789824	1425	17.8125
1425	4	-1.808	0.009770645474269883	1425	17.8125
1430	3	0.9074666666666666	0.009237311936343532	1430	17.875
1430	4	-1.8120888888888889	0.009750193578508703	1430	17.875
1435	3	0.9097777777777778	0.00923233894372586	1435	17.9375
1435	4	-1.8195555555555556	0.009753006152525166	1435	17.9375
1440	3	0.9112	0.009229527948999353	1440	18.0
1440	4	-1.821688888888889	0.009753253316013682	1440	18.0
1445	3	0.9156444444444445	0.009218532620522146	1445	18.0625
1445	4	-1.8302222222222222	0.00972786819595382	1445	18.0625
1450	3	0.9185777777777778	0.009208127623533546	1450	18.125
1450	4	-1.8355555555555556	0.009713257504248748	1450	18.125
1455	3	0.9189333333333334	0.009209983089781323	1455	18.1875
1455	4	-1.837511111111111	0.009675433457608736	1455	18.1875
1460	3	0.9243555555555556	0.00921160431466304	1460	18.25
1460	4	-1.8458666666666668	0.009682684062805506	1460	18.25
1465	3	0.9260444444444444	0.009219501653632273	1465	18.3125
1465	4	-1.8501333333333334	0.009646132607433033	1465	18.3125
1470	3	0.9296	0.009203584088134426	1470	18.375
1470	4	-1.8565333333333334	0.009638396428365807	1470	18.375
1475	3	0.9313777777777777	0.009190434934402037	1475	18.4375
1475	4	-1.8624	0.00960824081719584	1475	18.4375
1480	3	0.9344	0.009168175299140904	1480	18.5
1480	4	-1.868088888888889	0.009585700306593383	1480	18.5
1485	3	0.9366222222222222	0.009171885767286891	1485	18.5625
1485	4	-1.8725333333333334	0.009579502882475211	1485	18.5625
1490	3	0.9417777777777778	0.009173404639507996	1490	18.625
1490	4	-1.8810666666666667	0.009533054475149075	1490	18.625
1495	3	0.9443555555555555	0.00912705461133533	1495	18.6875
1495	4	-1.888	0.009489026475511022	1495	18.6875
1500	3	0.9475555555555556	0.009112301691480031	1500	18.75
1500	4	-1.8945777777777777	0.00946738759821757	1500	18.75
1505	3	0.9499555555555556	0.009096846490837456	1505	18.8125
1505	4	-1.9011555555555555	0.009488695444446764	1505	18.8125
1510	3	0.9517333333333333	0.009105954970764813	1510	18.875
1510	4	-1.9027555555555555	0.009475165549135512	1510	18.875
1515	3	0.9538666666666666	0.00911338533246162	1515	18.9375
1515	4	-1.906311111111111	0.009481683785371843	1515	18.9375
1520	3	0.9551111111111111	0.009102383508054193	1520	19.0
1520	4	-1.9109333333333334	0.00946562881277982	1520	19.0
1525	3	0.9576	0.009084667028305737	1525	19.0625
1525	4	-1.9168	0.009462025784395652	1525	19.0625
1530	3	0.9586666666666667	0.00909357886020988	1530	19.125
1530	4	-1.9175111111111112	0.009482599803007679	1530	19.125
1535	3	0.9622222222222222	0.009051592299036102	1535	19.1875
1535	4	-1.9248	0.009422800685888166	1535	19.1875
1540	3	0.9632888888888889	0.009073584402952448	1540	19.25
1540	4	-1.9274666666666667	0.009396108898749261	1540	19.25
1545	3	0.9648	0.00904201017242189	1545	19.3125
1545	4	-1.9306666666666668	0.009384793936300111	1545	19.3125
1550	3	0.9689777777777778	0.009015999548069855	1550	19.375
1550	4	-1.9388444444444444	0.009359502141843015	1550	19.375
1555	3	0.9717333333333333	0.009020344977009168	1555	19.4375
1555	4	-1.946311111111111	0.00936357355939727	1555	19.4375
1560	3	0.9736	0.0090070089295082	1560	19.5
1560	4	-1.9495111111111112	0.009304206914297184	1560	19.5
1565	3	0.9757333333333333	0.009009029934647488	1565	19.5625
1565	4	-1.952888888888889	0.009270049099278197	1565	19.5625
1570	3	0.9799111111111111	0.009023070751324741	1570	19.625
1570	4	-1.9596444444444445	0.009272881869493838	1570	19.625
1575	3	0.9805333333333334	0.009009547744244843	1575	19.6875
1575	4	-1.9621333333333333	0.009253342757583872	1575	19.6875
1580	3	0.9848888888888889	0.008997193920404156	1580	19.75
1580	4	-1.9706666666666666	0.009252681431312937	1580	19.75
1585	3	0.9875555555555555	0.008988589028047977	1585	19.8125
1585	4	-1.9742222222222223	0.009253622698727242	1585	19.8125
1590	3	0.9905777777777778	0.008957050620823238	1590	19.875
1590	4	-1.9841777777777778	0.00923509917547747	1590	19.875
1595	3	0.9928888888888889	0.00896684387198988	1595	19.9375
1595	4	-1.9859555555555555	0.009190754888863673	1595	19.9375
1600	3	0.9940444444444444	0.008956741799361009	1600	20.0
1600	4	-1.9877333333333334	0.00917377000602843	1600	20.0
1605	3	0.9950222222222223	0.008908559140647592	1605	20.0625
1605	4	-1.9916444444444446	0.009201681918600277	1605	20.0625
1610	3	0.9966222222222222	0.00893250837067265	1610	20.125
1610	4	-1.9950222222222223	0.009162312785461143	1610	20.125
1615	3	1.0017777777777779	0.008918364294069387	1615	20.1875
1615	4	-2.0012444444444446	0.009150343511759895	1615	20.1875
1620	3	1.0059555555555555	0.008924926301458006	1620	20.25
1620	4	-2.0074666666666667	0.009096379926889636	1620	20.25
1625	3	1.0087111111111111	0.008947373584793137	1625	20.3125
1625	4	-2.0149333333333335	0.009057256153882936	1625	20.3125
1630	3	1.0116444444444443	0.008911386634013712	1630	20.375
1630	4	-2.021333333333333	0.00902465046624904	1630	20.375
1635	3	1.0176888888888889	0.00889940953077997	1635	20.4375
1635	4	-2.0295111111111113	0.008994533299157488	1635	20.4375
1640	3	1.0222222222222221	0.008889629631688534	1640	20.5
1640	4	-2.040711111111111	0.008988887872454582	1640	20.5
1645	3	1.0228444444444444	0.008905988284175293	1645	20.5625
1645	4	-2.043022222222222	0.008972091863626646	1645	20.5625
1650	3	1.0256888888888889	0.008906531010704736	1650	20.625
1650	4	-2.0492444444444446	0.008960432896531811	1650	20.625
1655	3	1.0258666666666667	0.008893190636746588	1655	20.6875
1655	4	-2.051022222222222	0.008899373475070483	1655	20.6875
1660	3	1.0264	0.008867316886150051	1660	20.75
1660	4	-2.0547555555555554	0.00890627763524637	1660	20.75
1665	3	1.031288888888889	0.008864381839916393	1665	20.8125
1665	4	-2.0620444444444446	0.008889591975433705	1665	20.8125
1670	3	1.0354666666666668	0.008867693274975327	1670	20.875
1670	4	-2.0691555555555556	0.008874247025649198	1670	20.875
1675	3	1.0360888888888888	0.008856436386439652	1675	20.9375
1675	4	-2.0732444444444442	0.00883026167357651	1675	20.9375
1680	3	1.0393777777777777	0.00888743193436753	1680	21.0
1680	4	-2.079822222222222	0.008830562822051975	1680	21.0
1685	3	1.0425777777777778	0.008869866386267387	1685	21.0625
1685	4	-2.0849777777777776	0.008795793208489477	1685	21.0625
1690	3	1.0476444444444444	0.008886966699337992	1690	21.125
1690	4	-2.0926222222222224	0.008783533679480848	1690	21.125
1695	3	1.0476444444444444	0.008861144685743047	1695	21.1875
1695	4	-2.0944	0.008760229116191703	1695	21.1875
1700	3	1.0509333333333333	0.008875033940062903	1700	21.25
1700	4	-2.1004444444444443	0.008743413039648248	1700	21.25
1705	3	1.0537777777777777	0.008890300691375743	1705	21.3125
1705	4	-2.104711111111111	0.008691815464963209	1705	21.3125
1710	3	1.0577777777777777	0.008871834734631557	1710	21.375
1710	4	-2.1136	0.008678244783218473	1710	21.375
1715	3	1.059288888888889	0.008860251086187388	1715	21.4375
1715	4	-2.1148444444444445	0.008660380513373775	1715	21.4375
1720	3	1.0624	0.008866879349703375	1720	21.5
1720	4	-2.1228444444444445	0.008667042294322169	1720	21.5
1725	3	1.0659555555555555	0.008891544136261888	1725	21.5625
1725	4	-2.127288888888889	0.00864490170616868	1725	21.5625
1730	3	1.0663111111111112	0.008843307957621466	1730	21.625
1730	4	-2.1312	0.008610384937730198	1730	21.625
1735	3	1.0696	0.008859593110382313	1735	21.6875
1735	4	-2.136711111111111	0.008622943752925655	1735	21.6875
1740	3	1.0714666666666666	0.008851347880124288	1740	21.75
1740	4	-2.141688888888889	0.00860478460631101	1740	21.75
1745	3	1.0734222222222223	0.00885063646994975	1745	21.8125
1745	4	-2.1450666666666667	0.008579541233094594	1745	21.8125
1750	3	1.0743111111111112	0.00883243261254894	1750	21.875
1750	4	-2.147911111111111	0.008564157771869406	1750	21.875
1755	3	1.0761777777777777	0.008799009292896315	1755	21.9375
1755	4	-2.1537777777777776	0.008538324745311668	1755	21.9375
1760	3	1.079911111111111	0.008814585892168452	1760	22.0
1760	4	-2.159822222222222	0.008543263089350635	1760	22.0
1765	3	1.0840888888888889	0.008824058668360779	1765	22.0625
1765	4	-2.168711111111111	0.008487188509287268	1765	22.0625
1770	3	1.0872	0.008804337619871414	1770	22.125
1770	4	-2.1738666666666666	0.008472339577965372	1770	22.125
1775	3	1.0881777777777777	0.00878998237042748	1775	22.1875
1775	4	-2.1761777777777778	0.008481148236047932	1775	22.1875
1780	3	1.091911111111111	0.008772984293453604	1780	22.25
1780	4	-2.1809777777777777	0.008414133068918297	1780	22.25
1785	3	1.0976	0.008783756768048066	1785	22.3125
1785	4	-2.192711111111111	0.008447253365396144	1785	22.3125
1790	3	1.0973333333333333	0.008753701339358525	1790	22.375
1790	4	-2.195022222222222	0.008455630295893258	1790	22.375
1795	3	1.0986666666666667	0.008771524201834316	1795	22.4375
1795	4	-2.1987555555555556	0.008401000089463059	1795	22.4375
1800	3	1.1018666666666668	0.00875547054791806	1800	22.5
1800	4	-2.205511111111111	0.008367672544157856	1800	22.5
1805	3	1.1017777777777777	0.008758674567120686	1805	22.5625
1805	4	-2.2117333333333336	0.008382199429334788	1805	22.5625
1810	3	1.1043555555555555	0.008748750352504837	1810	22.625
1810	4	-2.2142222222222223	0.00835768779771558	1810	22.625
1815	3	1.1076444444444444	0.008727535420948822	1815	22.6875
1815	4	-2.219733333333333	0.00834685267189842	1815	22.6875
1820	3	1.1088	0.008728256562909261	1820	22.75
1820	4	-2.2224	0.0083121009387983	1820	22.75
1825	3	1.112	0.008735507442647833	1825	22.8125
1825	4	-2.227911111111111	0.00827784515013409	1825	22.8125
1830	3	1.112088888888889	0.00875217479398702	1830	22.875
1830	4	-2.2302222222222223	0.008270247210514392	1830	22.875
1835	3	1.1144888888888889	0.008732263694958015	1835	22.9375
1835	4	-2.2355555555555555	0.008260712537088594	1835	22.9375
1840	3	1.1173333333333333	0.008716092604121255	1840	23.0
1840	4	-2.238577777777778	0.00825108359152694	1840	23.0
1845	3	1.1213333333333333	0.008747597252923478	1845	23.0625
1845	4	-2.245688888888889	0.0082631696597684	1845	23.0625
1850	3	1.1230222222222221	0.008743386302431102	1850	23.125
1850	4	-2.247822222222222	0.008268979783785112	1850	23.125
1855	3	1.1256	0.008768381390002517	1855	23.1875
1855	4	-2.252266666666667	0.008258937635599331	1855	23.1875
1860	3	1.1290666666666667	0.008728656328926155	1860	23.25
1860	4	-2.2572444444444444	0.008256769003287243	1860	23.25
1865	3	1.1312	0.008727242581473805	1865	23.3125
1865	4	-2.2608	0.00821997467891536	1865	23.3125
1870	3	1.1348444444444445	0.008718884556801487	1870	23.375
1870	4	-2.2672	0.00819782704079274	1870	23.375
1875	3	1.1364444444444444	0.008729553060297698	1875	23.4375
1875	4	-2.2705777777777776	0.00815121711830993	1875	23.4375
1880	3	1.1389333333333334	0.00873052365275444	1880	23.5
1880	4	-2.276622222222222	0.008164192339835188	1880	23.5
1885	3	1.1424888888888889	0.008730691789851922	1885	23.5625
1885	4	-2.2830222222222223	0.00817565634788285	1885	23.5625
1890	3	1.1456	0.008687122569795576	1890	23.625
1890	4	-2.2883555555555555	0.008186144740820696	1890	23.625
1895	3	1.1486222222222222	0.008712099156438106	1895	23.6875
1895	4	-2.2942222222222224	0.008138489968669614	1895	23.6875
1900	3	1.148711111111111	0.008673399692190352	1900	23.75
1900	4	-2.2963555555555555	0.008162643072853991	1900	23.75
1905	3	1.151911111111111	0.008662729166734339	1905	23.8125
1905	4	-2.3020444444444443	0.008124656253363097	1905	23.8125
1910	3	1.1530666666666667	0.008659544152842787	1910	23.875
1910	4	-2.306311111111111	0.008110443529627706	1910	23.875
1915	3	1.1552	0.008658768882498755	1915	23.9375
1915	4	-2.3102222222222224	0.008151683976670755	1915	23.9375
1920	3	1.1597333333333333	0.008686543151473228	1920	24.0
1920	4	-2.3162666666666665	0.008127121496058562	1920	24.0
1925	3	1.1611555555555555	0.008645253502811751	1925	24.0625
1925	4	-2.3221333333333334	0.0081706925115302	1925	24.0625
1930	3	1.1630222222222222	0.00867791052700728	1930	24.125
1930	4	-2.3232	0.008147573015300185	1930	24.125
1935	3	1.1666666666666667	0.008645179246724128	1935	24.1875
1935	4	-2.331377777777778	0.00811442337870985	1935	24.1875
1940	3	1.168711111111111	0.008600802378045138	1940	24.25
1940	4	-2.3356444444444446	0.008145517532656599	1940	24.25
1945	3	1.1708444444444444	0.008576848436467993	1945	24.3125
1945	4	-2.343111111111111	0.008106125878879772	1945	24.3125
1950	3	1.1731555555555555	0.008605143686780524	1950	24.375
1950	4	-2.3475555555555556	0.00808732272098112	1950	24.375
1955	3	1.1737777777777778	0.00859401924396911	1955	24.4375
1955	4	-2.3493333333333335	0.008111743173787619	1955	24.4375
1960	3	1.176088888888889	0.00861580586512986	1960	24.5
1960	4	-2.3541333333333334	0.008059954909568616	1960	24.5
1965	3	1.1803555555555556	0.008621052545273757	1965	24.5625
1965	4	-2.3612444444444445	0.008075024085946942	1965	24.5625
1970	3	1.1775111111111112	0.008614508616272769	1970	24.625
1970	4	-2.360888888888889	0.008052921583049618	1970	24.625
1975	3	1.1775111111111112	0.00861542580905538	1975	24.6875
1975	4	-2.3616	0.008057934258908758	1975	24.6875
1980	3	1.1793777777777779	0.008602232986378312	1980	24.75
1980	4	-2.366222222222222	0.008062911063533964	1980	24.75
1985	3	1.1811555555555555	0.00860975935879946	1985	24.8125
1985	4	-2.3696	0.008098134385381659	1985	24.8125
1990	3	1.1844444444444444	0.008608032168173426	1990	24.875
1990	4	-2.377066666666667	0.00807922134394896	1990	24.875
1995	3	1.1892444444444445	0.008604318516897726	1995	24.9375
1995	4	-2.3859555555555554	0.0081200487737701	1995	24.9375
2000	3	1.1907555555555556	0.008596863055994056	2000	25.0
2000	4	-2.3904	0.008130348865400925	2000	25.0
2005	3	1.1925333333333332	0.008596020688364497	2005	25.0
2005	4	-2.3932444444444445	0.008118153656164633	2005	25.0
2010	3	1.1950222222222222	0.008575117258466013	2010	25.0
2010	4	-2.3936	0.008155470762701943	2010	25.0
2015	3	1.1949333333333334	0.008558143370926951	2015	25.0
2015	4	-2.3973333333333335	0.00817616991910534	2015	25.0
2020	3	1.1982222222222223	0.00862148923752842	2020	25.0
2020	4	-2.400888888888889	0.0081839322732411	2020	25.0
2025	3	1.1977777777777778	0.008628813535414484	2025	25.0
2025	4	-2.4024888888888887	0.008205887845974426	2025	25.0
2030	3	1.199111111111111	0.008585677511928482	2030	25.0
2030	4	-2.408	0.008233646199704167	2030	25.0
2035	3	1.2015111111111112	0.008574438364885851	2035	25.0
2035	4	-2.413511111111111	0.00823415786010233	2035	25.0
2040	3	1.2055111111111112	0.0085263110372969	2040	25.0
2040	4	-2.421333333333333	0.008325079030488512	2040	25.0
2045	3	1.2053333333333334	0.008553333747773997	2045	25.0
2045	4	-2.4193777777777776	0.008309163108178617	2045	25.0
2050	3	1.2073777777777779	0.008563606640040845	2050	25.0
2050	4	-2.425422222222222	0.008323678524515954	2050	25.0
2055	3	1.2092444444444443	0.008545422016136625	2055	25.0
2055	4	-2.4286222222222222	0.008309071812568484	2055	25.0
2060	3	1.2115555555555555	0.008562294038437751	2060	25.0
2060	4	-2.4323555555555556	0.008282324141078067	2060	25.0
2065	3	1.2143111111111111	0.008534748813830647	2065	25.0
2065	4	-2.4368	0.008278765746656066	2065	25.0
2070	3	1.2186666666666666	0.008572803807357178	2070	25.0
2070	4	-2.445866666666667	0.008291149485266979	2070	25.0
2075	3	1.2193777777777777	0.008558158246024268	2075	25.0
2075	4	-2.4464	0.00833612917807486	2075	25.0
2080	3	1.2228444444444444	0.008554638282356716	2080	25.0
2080	4	-2.4554666666666667	0.008328546964552057	2080	25.0
2085	3	1.2260444444444445	0.00857397635969337	2085	25.0
2085	4	-2.461333333333333	0.00837372437948631	2085	25.0
2090	3	1.2296	0.00857899155254216	2090	25.0
2090	4	-2.464888888888889	0.008386431062416674	2090	25.0
2095	3	1.2314666666666667	0.008563392838993487	2095	25.0
2095	4	-2.467911111111111	0.00837713779862003	2095	25.0
2100	3	1.2324444444444445	0.00857835015794538	2100	25.0
2100	4	-2.470222222222222	0.008382611024954785	2100	25.0
2105	3	1.2337777777777779	0.008551366850076951	2105	25.0
2105	4	-2.473777777777778	0.008410016433062283	2105	25.0
2110	3	1.231111111111111	0.008541646854963196	2110	25.0
2110	4	-2.4700444444444445	0.008430493529312393	2110	25.0
2115	3	1.2348444444444444	0.008551915820186466	2115	25.0
2115	4	-2.4755555555555557	0.008442376171075013	2115	25.0
2120	3	1.2325333333333333	0.0085399310760815	2120	25.0
2120	4	-2.4752	0.008455377764647595	2120	25.0
2125	3	1.2360888888888888	0.008524478139615032	2125	25.0
2125	4	-2.4796444444444443	0.008479761247151142	2125	25.0
2130	3	1.2355555555555555	0.008552894417377527	2130	25.0
2130	4	-2.4807111111111113	0.008481846365700495	2130	25.0
2135	3	1.2392888888888889	0.008542739102876139	2135	25.0
2135	4	-2.484088888888889	0.008511298813570687	2135	25.0
2140	3	1.2417777777777779	0.008529439597070256	2140	25.0
2140	4	-2.4904888888888888	0.008526988517765167	2140	25.0
2145	3	1.241511111111111	0.00854042179492348	2145	25.0
2145	4	-2.4896	0.008551880753063295	2145	25.0
2150	3	1.2444444444444445	0.008532545525330058	2150	25.0
2150	4	-2.4961777777777776	0.008586484967638463	2150	25.0
2155	3	1.2457777777777779	0.00855996971648313	2155	25.0
2155	4	-2.4961777777777776	0.008564369861542085	2155	25.0
2160	3	1.2490666666666668	0.00859214587799958	2160	25.0
2160	4	-2.5015111111111112	0.008569967917331861	2160	25.0
2165	3	1.2473777777777777	0.008567149051108412	2165	25.0
2165	4	-2.500977777777778	0.008581953068350787	2165	25.0
2170	3	1.2507555555555556	0.008548006042242349	2170	25.0
2170	4	-2.5050666666666666	0.008610321798246869	2170	25.0
2175	3	1.2536888888888889	0.008535368160596045	2175	25.0
2175	4	-2.5107555555555554	0.008576753484338546	2175	25.0
2180	3	1.2559111111111112	0.00857629449015682	2180	25.0
2180	4	-2.516088888888889	0.008610953498526197	2180	25.0
2185	3	1.2560888888888888	0.008571450618914792	2185	25.0
2185	4	-2.514666666666667	0.008622183893669602	2185	25.0
2190	3	1.2567111111111111	0.008565551149993075	2190	25.0
2190	4	-2.5153777777777777	0.008658655252335124	2190	25.0
2195	3	1.2579555555555555	0.008528756017532307	2195	25.0
2195	4	-2.5168	0.008662070076266041	2195	25.0
2200	3	1.2592	0.008538191425694619	2200	25.0
2200	4	-2.5201777777777776	0.008638591187653621	2200	25.0
2205	3	1.2607111111111111	0.008551406089796687	2205	25.0
2205	4	-2.5233777777777777	0.008668921454465146	2205	25.0
2210	3	1.2618666666666667	0.00853179608951651	2210	25.0
2210	4	-2.5278222222222224	0.00863578801486591	2210	25.0
2215	3	1.2638222222222222	0.008511497677873413	2215	25.0
2215	4	-2.5276444444444444	0.008660508981686502	2215	25.0
2220	3	1.263111111111111	0.008551373010170492	2220	25.0
2220	4	-2.5278222222222224	0.008675955572176696	2220	25.0
2225	3	1.264888888888889	0.008528574922772135	2225	25.0
2225	4	-2.532088888888889	0.008678288813041522	2225	25.0
2230	3	1.2621333333333333	0.008531895185270397	2230	25.0
2230	4	-2.5292444444444446	0.00869373726159431	2230	25.0
2235	3	1.2625777777777778	0.008489041525675414	2235	25.0
2235	4	-2.5315555555555553	0.008697562621867473	2235	25.0
2240	3	1.2626666666666666	0.008498687204114036	2240	25.0
2240	4	-2.5315555555555553	0.008672086663048141	2240	25.0
2245	3	1.2659555555555555	0.008509474888468269	2245	25.0
2245	4	-2.5370666666666666	0.008658291824892306	2245	25.0
2250	3	1.2702222222222221	0.008527623679779234	2250	25.0
2250	4	-2.5418666666666665	0.008710038155509992	2250	25.0
2255	3	1.2687111111111111	0.00853854158452825	2255	25.0
2255	4	-2.5393777777777777	0.00873100369798225	2255	25.0
2260	3	1.2707555555555556	0.008521309925594734	2260	25.0
2260	4	-2.5432888888888887	0.00872392459572649	2260	25.0
2265	3	1.2738666666666667	0.008520136431563815	2265	25.0
2265	4	-2.5468444444444445	0.008744007331274582	2265	25.0
2270	3	1.2745777777777778	0.008535798004651715	2270	25.0
2270	4	-2.5482666666666667	0.008750546851980734	2270	25.0
2275	3	1.2717333333333334	0.008524098852440593	2275	25.0
2275	4	-2.547022222222222	0.008777295943946991	2275	25.0
2280	3	1.2721777777777779	0.008527639246427625	2280	25.0
2280	4	-2.5473777777777777	0.008804093169314426	2280	25.0
2285	3	1.2707555555555556	0.008508318191455509	2285	25.0
2285	4	-2.5484444444444443	0.008812548388479925	2285	25.0
2290	3	1.2704888888888888	0.00851751275962515	2290	25.0
2290	4	-2.5493333333333332	0.008766258334704829	2290	25.0
2295	3	1.2717333333333334	0.00853243750575823	2295	25.0
2295	4	-2.551111111111111	0.008799543072600589	2295	25.0
2300	3	1.2707555555555556	0.008519455176538062	2300	25.0
2300	4	-2.5514666666666668	0.008804745270453041	2300	25.0
2305	3	1.2705777777777778	0.008550257221643083	2305	25.0
2305	4	-2.5539555555555555	0.008819562568239075	2305	25.0
2310	3	1.2712	0.008584890068980595	2310	25.0
2310	4	-2.5525333333333333	0.008798798464375085	2310	25.0
2315	3	1.2719111111111112	0.008559923438994303	2315	25.0
2315	4	-2.5548444444444445	0.008798442901298158	2315	25.0
2320	3	1.2708444444444444	0.008530915331859623	2320	25.0
2320	4	-2.5562666666666667	0.008797644548370337	2320	25.0
2325	3	1.2756444444444444	0.00850923475862097	2325	25.0
2325	4	-2.5610666666666666	0.008822607495436941	2325	25.0
2330	3	1.2737777777777777	0.008512376958552085	2330	25.0
2330	4	-2.562133333333333	0.008823736654206327	2330	25.0
2335	3	1.2739555555555555	0.008521400427017697	2335	25.0
2335	4	-2.562311111111111	0.008803003620254145	2335	25.0
2340	3	1.275111111111111	0.008520209304386794	2340	25.0
2340	4	-2.5660444444444446	0.008815834604820912	2340	25.0
2345	3	1.2757333333333334	0.008517923921189214	2345	25.0
2345	4	-2.560888888888889	0.008846865828344434	2345	25.0
2350	3	1.2783111111111112	0.008523008830568488	2350	25.0
2350	4	-2.567111111111111	0.008852687515253019	2350	25.0
2355	3	1.2776	0.008501762977596326	2355	25.0
