p	x_c	y_c
747	556.2237755050456	-806.2732226115248
748	695.279719381307	-723.3421600273508
749	695.279719381307	-759.9212413194377
750	648.9277380892199	-769.6941413194377
751	648.9277380892199	-806.2732226115248
752	787.9836819654813	-723.3421600273508
753	787.9836819654813	-759.9212413194377
754	741.6317006733943	-769.6941413194377
755	741.6317006733943	-806.2732226115248
756	880.6876445496556	-723.3421600273508
757	880.6876445496556	-759.9212413194377
758	834.3356632575685	-769.6941413194377
759	834.3356632575685	-806.2732226115248
760	46.351981292087146	-816.046122611525
761	46.351981292087146	-852.625203903612
762	0.0	-862.3981039036121
763	0.0	-898.9771851956991
764	139.0559438762614	-816.046122611525
765	139.0559438762614	-852.625203903612
766	92.70396258417429	-862.3981039036121
767	92.70396258417429	-898.9771851956991
768	231.75990646043567	-816.046122611525
769	231.75990646043567	-852.625203903612
770	185.40792516834858	-862.3981039036121
771	185.40792516834858	-898.9771851956991
772	324.46386904460996	-816.046122611525
773	324.46386904460996	-852.625203903612
774	278.1118877525228	-862.3981039036121
775	278.1118877525228	-898.9771851956991
776	417.16783162878426	-816.046122611525
777	417.16783162878426	-852.625203903612
778	370.81585033669717	-862.3981039036121
779	370.81585033669717	-898.9771851956991
780	509.87179421295855	-816.046122611525
781	509.87179421295855	-852.625203903612
782	463.51981292087135	-862.3981039036121
783	463.51981292087135	-898.9771851956991
784	602.5757567971327	-816.046122611525
785	602.5757567971327	-852.625203903612
786	556.2237755050456	-862.3981039036121
787	556.2237755050456	-898.9771851956991
788	695.279719381307	-816.046122611525
789	695.279719381307	-852.625203903612
790	648.9277380892199	-862.3981039036121
791	648.9277380892199	-898.9771851956991
792	787.9836819654813	-816.046122611525
793	787.9836819654813	-852.625203903612
794	741.6317006733943	-862.3981039036121
795	741.6317006733943	-898.9771851956991
796	880.6876445496556	-816.046122611525
797	880.6876445496556	-852.625203903612
798	834.3356632575685	-862.3981039036121
799	834.3356632575685	-898.9771851956991
