pentagon index	x	y	z	x_c	y_c	z_c	dx	dy	dz	Chi
4	103.5694871435005	16.046113529213482	0.0	110.99350323021784	0.0	1	-8.660249710083008	-5.0	-0.0	0.2
4	103.5694871435005	-16.046113529213482	0.0	110.99350323021784	0.0	1	8.660249710083008	-5.0	0.0	0.2
4	92.70396258417429	0.0	0.0	110.99350323021784	0.0	1	0.0	4.5258002281188965	0.0	0.2
5	62.398094821300624	10.865524559326222	0.0	74.41442193813072	0.0	1	5.0	8.660249710083008	0.0	0.2
5	62.398094821300624	-10.865524559326222	0.0	74.41442193813072	0.0	1	5.0	-8.660249710083008	-0.0	0.2
5	81.83843802484806	16.046113529213482	0.0	74.41442193813072	0.0	1	8.660249710083008	-5.0	-0.0	0.2
5	81.83843802484806	-16.046113529213482	0.0	74.41442193813072	0.0	1	-8.660249710083008	-5.0	0.0	0.2
5	92.70396258417429	0.0	0.0	74.41442193813072	0.0	1	0.0	4.5258002281188965	0.0	0.2
6	169.36181163913506	-35.48645673276092	0.0	157.345484522305	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	0.2
6	169.36181163913508	-57.21750585141336	0.0	157.345484522305	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	0.2
6	149.92146843558766	-30.305867762873653	0.0	157.345484522305	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.2
6	149.92146843558766	-62.398094821300624	0.0	157.345484522305	-46.351981292087146	1	8.660249710083008	-5.0	0.0	0.2
6	139.0559438762614	-46.351981292087146	0.0	157.345484522305	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	0.2
7	108.75007611338776	-35.48645673276092	0.0	120.76640323021783	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	-0.2
7	108.75007611338776	-57.21750585141336	0.0	120.76640323021783	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	-0.2
7	128.1904193169352	-30.305867762873653	0.0	120.76640323021783	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.2
7	128.1904193169352	-62.398094821300624	0.0	120.76640323021783	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-0.2
7	139.0559438762614	-46.351981292087146	0.0	120.76640323021783	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	-0.2
8	215.7137929312222	10.865524559326222	0.0	203.69746581439213	0.0	1	5.0	-8.660249710083008	-0.0	-0.2
8	215.7137929312222	-10.865524559326222	0.0	203.69746581439213	0.0	1	5.0	8.660249710083008	0.0	-0.2
8	196.27344972767483	16.046113529213482	0.0	203.69746581439213	0.0	1	-8.660249710083008	-5.0	-0.0	-0.2
8	196.27344972767483	-16.046113529213482	0.0	203.69746581439213	0.0	1	-8.660249710083008	5.0	-0.0	-0.2
8	185.40792516834858	0.0	0.0	203.69746581439213	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.2
9	155.1020574054749	10.865524559326222	0.0	167.11838452230498	0.0	1	5.0	8.660249710083008	0.0	0.6
9	155.1020574054749	-10.865524559326222	0.0	167.11838452230498	0.0	1	-5.0	8.660249710083008	0.0	0.6
9	174.54240060902234	16.046113529213482	0.0	167.11838452230498	0.0	1	-8.660249710083008	5.0	0.0	0.6
9	174.54240060902234	-16.046113529213482	0.0	167.11838452230498	0.0	1	-8.660249710083008	-5.0	0.0	0.6
9	185.40792516834858	0.0	0.0	167.11838452230498	0.0	1	-0.0	-4.5258002281188965	-0.0	0.6
10	262.06577422330935	-35.48645673276092	0.0	250.04944710647925	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	-0.2
10	262.06577422330935	-57.21750585141336	0.0	250.04944710647925	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
10	242.62543101976192	-30.305867762873653	0.0	250.04944710647925	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-0.2
10	242.62543101976192	-62.398094821300624	0.0	250.04944710647925	-46.351981292087146	1	8.660249710083008	-5.0	0.0	-0.2
10	231.75990646043567	-46.351981292087146	0.0	250.04944710647925	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
11	201.45403869756203	-57.21750585141336	0.0	213.4703658143921	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.2
11	201.45403869756203	-35.48645673276092	0.0	213.4703658143921	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	-0.2
11	220.89438190110945	-30.305867762873653	0.0	213.4703658143921	-46.351981292087146	1	8.660249710083008	-5.0	-0.0	-0.2
11	220.89438190110945	-62.398094821300624	0.0	213.4703658143921	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.2
11	231.75990646043567	-46.351981292087146	0.0	213.4703658143921	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
12	308.4177555153965	10.865524559326222	0.0	296.40142839856634	0.0	1	-5.0	8.660249710083008	0.0	-0.6
12	308.4177555153965	-10.865524559326222	0.0	296.40142839856634	0.0	1	5.0	8.660249710083008	0.0	-0.6
12	288.97741231184904	16.046113529213482	0.0	296.40142839856634	0.0	1	-8.660249710083008	-5.0	-0.0	-0.6
12	288.97741231184904	-16.046113529213482	0.0	296.40142839856634	0.0	1	8.660249710083008	-5.0	0.0	-0.6
12	278.1118877525228	0.0	0.0	296.40142839856634	0.0	1	0.0	4.5258002281188965	0.0	-0.6
13	247.8060199896492	10.865524559326222	0.0	259.82234710647924	0.0	1	-5.0	-8.660249710083008	-0.0	-0.6
13	247.8060199896492	-10.865524559326222	0.0	259.82234710647924	0.0	1	-5.0	8.660249710083008	0.0	-0.6
13	267.2463631931966	16.046113529213482	0.0	259.82234710647924	0.0	1	-8.660249710083008	5.0	0.0	-0.6
13	267.2463631931966	-16.046113529213482	0.0	259.82234710647924	0.0	1	8.660249710083008	5.0	-0.0	-0.6
13	278.1118877525228	0.0	0.0	259.82234710647924	0.0	1	0.0	4.5258002281188965	0.0	-0.6
14	354.7697368074836	-35.48645673276092	0.0	342.7534096906536	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	-0.2
14	354.7697368074836	-57.21750585141336	0.0	342.7534096906536	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
14	335.3293936039362	-30.305867762873653	0.0	342.7534096906536	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.2
14	335.3293936039362	-62.398094821300624	0.0	342.7534096906536	-46.351981292087146	1	8.660249710083008	-5.0	0.0	-0.2
14	324.46386904460996	-46.351981292087146	0.0	342.7534096906536	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	-0.2
15	294.1580012817363	-35.48645673276092	0.0	306.1743283985664	-46.351981292087146	1	5.0	8.660249710083008	0.0	0.2
15	294.1580012817363	-57.21750585141336	0.0	306.1743283985664	-46.351981292087146	1	-5.0	8.660249710083008	0.0	0.2
15	313.59834448528375	-30.305867762873653	0.0	306.1743283985664	-46.351981292087146	1	-8.660249710083008	5.0	0.0	0.2
15	313.59834448528375	-62.398094821300624	0.0	306.1743283985664	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.2
15	324.46386904460996	-46.351981292087146	0.0	306.1743283985664	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	0.2
16	401.12171809957084	10.865524559326222	0.0	389.1053909827407	0.0	1	5.0	-8.660249710083008	-0.0	0.2
16	401.12171809957084	-10.865524559326222	0.0	389.1053909827407	0.0	1	-5.0	-8.660249710083008	-0.0	0.2
16	381.6813748960233	16.046113529213482	0.0	389.1053909827407	0.0	1	-8.660249710083008	-5.0	-0.0	0.2
16	381.6813748960233	-16.046113529213482	0.0	389.1053909827407	0.0	1	8.660249710083008	-5.0	0.0	0.2
16	370.81585033669717	0.0	0.0	389.1053909827407	0.0	1	0.0	4.5258002281188965	0.0	0.2
17	340.50998257382344	10.865524559326222	0.0	352.52630969065353	0.0	1	-5.0	-8.660249710083008	-0.0	-0.6
17	340.50998257382344	-10.865524559326222	0.0	352.52630969065353	0.0	1	5.0	-8.660249710083008	-0.0	-0.6
17	359.9503257773709	16.046113529213482	0.0	352.52630969065353	0.0	1	-8.660249710083008	5.0	0.0	-0.6
17	359.9503257773709	-16.046113529213482	0.0	352.52630969065353	0.0	1	-8.660249710083008	-5.0	0.0	-0.6
17	370.81585033669717	0.0	0.0	352.52630969065353	0.0	1	0.0	4.5258002281188965	0.0	-0.6
18	447.47369939165793	-35.48645673276092	0.0	435.45737227482783	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.2
18	447.47369939165793	-57.21750585141336	0.0	435.45737227482783	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	-0.2
18	428.03335618811053	-30.305867762873653	0.0	435.45737227482783	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-0.2
18	428.03335618811053	-62.398094821300624	0.0	435.45737227482783	-46.351981292087146	1	-8.660249710083008	5.0	-0.0	-0.2
18	417.16783162878426	-46.351981292087146	0.0	435.45737227482783	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	-0.2
19	386.86196386591064	-35.48645673276092	0.0	398.8782909827407	-46.351981292087146	1	5.0	8.660249710083008	0.0	0.6
19	386.86196386591064	-57.21750585141336	0.0	398.8782909827407	-46.351981292087146	1	-5.0	8.660249710083008	0.0	0.6
19	406.3023070694581	-30.305867762873653	0.0	398.8782909827407	-46.351981292087146	1	8.660249710083008	-5.0	-0.0	0.6
19	406.3023070694581	-62.398094821300624	0.0	398.8782909827407	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.6
19	417.16783162878426	-46.351981292087146	0.0	398.8782909827407	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	0.6
20	493.82568068374513	10.865524559326222	0.0	481.809353566915	0.0	1	-5.0	8.660249710083008	0.0	-0.6
20	493.82568068374513	-10.865524559326222	0.0	481.809353566915	0.0	1	5.0	8.660249710083008	0.0	-0.6
20	474.3853374801976	16.046113529213482	0.0	481.809353566915	0.0	1	-8.660249710083008	-5.0	-0.0	-0.6
20	474.3853374801976	-16.046113529213482	0.0	481.809353566915	0.0	1	-8.660249710083008	5.0	-0.0	-0.6
20	463.51981292087135	0.0	0.0	481.809353566915	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.6
21	433.21394515799767	10.865524559326222	0.0	445.2302722748278	0.0	1	5.0	8.660249710083008	0.0	0.2
21	433.21394515799767	-10.865524559326222	0.0	445.2302722748278	0.0	1	5.0	-8.660249710083008	-0.0	0.2
21	452.6542883615452	16.046113529213482	0.0	445.2302722748278	0.0	1	-8.660249710083008	5.0	0.0	0.2
21	452.6542883615452	-16.046113529213482	0.0	445.2302722748278	0.0	1	-8.660249710083008	-5.0	0.0	0.2
21	463.51981292087135	0.0	0.0	445.2302722748278	0.0	1	-0.0	-4.5258002281188965	-0.0	0.2
22	540.1776619758322	-35.48645673276092	0.0	528.1613348590022	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.2
22	540.1776619758322	-57.21750585141336	0.0	528.1613348590022	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
22	520.7373187722848	-30.305867762873653	0.0	528.1613348590022	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.2
22	520.7373187722848	-62.398094821300624	0.0	528.1613348590022	-46.351981292087146	1	8.660249710083008	-5.0	0.0	-0.2
22	509.87179421295855	-46.351981292087146	0.0	528.1613348590022	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
23	479.5659264500848	-35.48645673276092	0.0	491.5822535669149	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	-0.6
23	479.5659264500848	-57.21750585141336	0.0	491.5822535669149	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.6
23	499.0062696536323	-30.305867762873653	0.0	491.5822535669149	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.6
23	499.0062696536323	-62.398094821300624	0.0	491.5822535669149	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.6
23	509.87179421295855	-46.351981292087146	0.0	491.5822535669149	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.6
24	586.5296432679193	10.865524559326222	0.0	574.5133161510893	0.0	1	5.0	-8.660249710083008	-0.0	-0.2
24	586.5296432679193	-10.865524559326222	0.0	574.5133161510893	0.0	1	-5.0	-8.660249710083008	-0.0	-0.2
24	567.0893000643719	16.046113529213482	0.0	574.5133161510893	0.0	1	-8.660249710083008	-5.0	-0.0	-0.2
24	567.0893000643719	-16.046113529213482	0.0	574.5133161510893	0.0	1	8.660249710083008	-5.0	0.0	-0.2
24	556.2237755050456	0.0	0.0	574.5133161510893	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.2
25	525.917907742172	10.865524559326222	0.0	537.9342348590021	0.0	1	-5.0	-8.660249710083008	-0.0	-0.2
25	525.917907742172	-10.865524559326222	0.0	537.9342348590021	0.0	1	5.0	-8.660249710083008	-0.0	-0.2
25	545.3582509457194	16.046113529213482	0.0	537.9342348590021	0.0	1	8.660249710083008	-5.0	-0.0	-0.2
25	545.3582509457194	-16.046113529213482	0.0	537.9342348590021	0.0	1	8.660249710083008	5.0	-0.0	-0.2
25	556.2237755050456	0.0	0.0	537.9342348590021	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.2
26	632.8816245600065	-35.48645673276092	0.0	620.8652974431762	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	0.6
26	632.8816245600065	-57.21750585141336	0.0	620.8652974431762	-46.351981292087146	1	5.0	8.660249710083008	0.0	0.6
26	613.4412813564592	-30.305867762873653	0.0	620.8652974431762	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.6
26	613.4412813564592	-62.398094821300624	0.0	620.8652974431762	-46.351981292087146	1	-8.660249710083008	5.0	-0.0	0.6
26	602.5757567971327	-46.351981292087146	0.0	620.8652974431762	-46.351981292087146	1	0.0	4.5258002281188965	0.0	0.6
27	572.2698890342591	-35.48645673276092	0.0	584.2862161510892	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
27	572.2698890342591	-57.21750585141336	0.0	584.2862161510892	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	-0.2
27	591.7102322378065	-30.305867762873653	0.0	584.2862161510892	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.2
27	591.7102322378065	-62.398094821300624	0.0	584.2862161510892	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-0.2
27	602.5757567971327	-46.351981292087146	0.0	584.2862161510892	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
28	679.2336058520935	10.865524559326222	0.0	667.2172787352633	0.0	1	5.0	-8.660249710083008	-0.0	0.6
28	679.2336058520935	-10.865524559326222	0.0	667.2172787352633	0.0	1	-5.0	-8.660249710083008	-0.0	0.6
28	659.7932626485461	16.046113529213482	0.0	667.2172787352633	0.0	1	-8.660249710083008	-5.0	-0.0	0.6
28	659.7932626485461	-16.046113529213482	0.0	667.2172787352633	0.0	1	-8.660249710083008	5.0	-0.0	0.6
28	648.9277380892199	0.0	0.0	667.2172787352633	0.0	1	0.0	4.5258002281188965	0.0	0.6
29	618.6218703263463	10.865524559326222	0.0	630.6381974431763	0.0	1	5.0	8.660249710083008	0.0	-0.2
29	618.6218703263463	-10.865524559326222	0.0	630.6381974431763	0.0	1	5.0	-8.660249710083008	-0.0	-0.2
29	638.0622135298937	16.046113529213482	0.0	630.6381974431763	0.0	1	-8.660249710083008	5.0	0.0	-0.2
29	638.0622135298937	-16.046113529213482	0.0	630.6381974431763	0.0	1	-8.660249710083008	-5.0	0.0	-0.2
29	648.9277380892199	0.0	0.0	630.6381974431763	0.0	1	0.0	4.5258002281188965	0.0	-0.2
30	725.5855871441807	-35.48645673276092	0.0	713.5692600273504	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	0.2
30	725.5855871441807	-57.21750585141336	0.0	713.5692600273504	-46.351981292087146	1	5.0	8.660249710083008	0.0	0.2
30	706.1452439406332	-30.305867762873653	0.0	713.5692600273504	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.2
30	706.1452439406332	-62.398094821300624	0.0	713.5692600273504	-46.351981292087146	1	8.660249710083008	-5.0	0.0	0.2
30	695.279719381307	-46.351981292087146	0.0	713.5692600273504	-46.351981292087146	1	0.0	4.5258002281188965	0.0	0.2
31	664.9738516184334	-35.48645673276092	0.0	676.9901787352635	-46.351981292087146	1	-5.0	-8.660249710083008	-0.0	-0.2
31	664.9738516184334	-57.21750585141336	0.0	676.9901787352635	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.2
31	684.4141948219808	-30.305867762873653	0.0	676.9901787352635	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.2
31	684.4141948219808	-62.398094821300624	0.0	676.9901787352635	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-0.2
31	695.279719381307	-46.351981292087146	0.0	676.9901787352635	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
32	771.9375684362677	10.865524559326222	0.0	759.9212413194377	0.0	1	5.0	-8.660249710083008	-0.0	0.6
32	771.9375684362677	-10.865524559326222	0.0	759.9212413194377	0.0	1	-5.0	-8.660249710083008	-0.0	0.6
32	752.4972252327203	16.046113529213482	0.0	759.9212413194377	0.0	1	8.660249710083008	5.0	0.0	0.6
32	752.4972252327203	-16.046113529213482	0.0	759.9212413194377	0.0	1	-8.660249710083008	5.0	-0.0	0.6
32	741.6317006733943	0.0	0.0	759.9212413194377	0.0	1	-0.0	-4.5258002281188965	-0.0	0.6
33	711.3258329105206	10.865524559326222	0.0	723.3421600273508	0.0	1	-5.0	-8.660249710083008	-0.0	-0.6
33	711.3258329105206	-10.865524559326222	0.0	723.3421600273508	0.0	1	5.0	-8.660249710083008	-0.0	-0.6
33	730.766176114068	16.046113529213482	0.0	723.3421600273508	0.0	1	-8.660249710083008	5.0	0.0	-0.6
33	730.766176114068	-16.046113529213482	0.0	723.3421600273508	0.0	1	8.660249710083008	5.0	-0.0	-0.6
33	741.6317006733943	0.0	0.0	723.3421600273508	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.6
34	818.2895497283549	-35.48645673276092	0.0	806.2732226115248	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-1.0
34	818.2895497283549	-57.21750585141336	0.0	806.2732226115248	-46.351981292087146	1	5.0	8.660249710083008	0.0	-1.0
34	798.8492065248076	-30.305867762873653	0.0	806.2732226115248	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	-1.0
34	798.8492065248076	-62.398094821300624	0.0	806.2732226115248	-46.351981292087146	1	8.660249710083008	-5.0	0.0	-1.0
34	787.9836819654813	-46.351981292087146	0.0	806.2732226115248	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	-1.0
35	757.6778142026077	-35.48645673276092	0.0	769.6941413194377	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
35	757.6778142026077	-57.21750585141336	0.0	769.6941413194377	-46.351981292087146	1	5.0	-8.660249710083008	-0.0	-0.2
35	777.1181574061551	-30.305867762873653	0.0	769.6941413194377	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.2
35	777.1181574061551	-62.398094821300624	0.0	769.6941413194377	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.2
35	787.9836819654813	-46.351981292087146	0.0	769.6941413194377	-46.351981292087146	1	-0.0	-4.5258002281188965	-0.0	-0.2
36	864.6415310204422	10.865524559326222	0.0	852.625203903612	0.0	1	5.0	-8.660249710083008	-0.0	-0.2
36	864.6415310204422	-10.865524559326222	0.0	852.625203903612	0.0	1	5.0	8.660249710083008	0.0	-0.2
36	845.2011878168947	16.046113529213482	0.0	852.625203903612	0.0	1	-8.660249710083008	-5.0	-0.0	-0.2
36	845.2011878168947	-16.046113529213482	0.0	852.625203903612	0.0	1	-8.660249710083008	5.0	-0.0	-0.2
36	834.3356632575685	0.0	0.0	852.625203903612	0.0	1	-0.0	-4.5258002281188965	-0.0	-0.2
37	804.0297954946948	10.865524559326222	0.0	816.046122611525	0.0	1	-5.0	-8.660249710083008	-0.0	0.2
37	804.0297954946948	-10.865524559326222	0.0	816.046122611525	0.0	1	-5.0	8.660249710083008	0.0	0.2
37	823.4701386982422	16.046113529213482	0.0	816.046122611525	0.0	1	-8.660249710083008	5.0	0.0	0.2
37	823.4701386982422	-16.046113529213482	0.0	816.046122611525	0.0	1	-8.660249710083008	-5.0	0.0	0.2
37	834.3356632575685	0.0	0.0	816.046122611525	0.0	1	-0.0	-4.5258002281188965	-0.0	0.2
38	891.5531691089818	-30.305867762873653	0.0	898.9771851956991	-46.351981292087146	1	-8.660249710083008	-5.0	-0.0	0.6
38	891.5531691089818	-62.398094821300624	0.0	898.9771851956991	-46.351981292087146	1	-8.660249710083008	5.0	-0.0	0.6
38	880.6876445496556	-46.351981292087146	0.0	898.9771851956991	-46.351981292087146	1	0.0	4.5258002281188965	0.0	0.6
38	869.8221199903294	-30.305867762873653	0.0	898.9771851956991	-46.351981292087146	1	-8.660249710083008	5.0	0.0	0.6
38	869.8221199903294	-62.398094821300624	0.0	898.9771851956991	-46.351981292087146	1	8.660249710083008	5.0	0.0	0.6
39	850.3817767867821	-35.48645673276092	0.0	862.3981039036121	-46.351981292087146	1	5.0	8.660249710083008	0.0	-0.2
39	850.3817767867821	-57.21750585141336	0.0	862.3981039036121	-46.351981292087146	1	-5.0	8.660249710083008	0.0	-0.2
39	869.8221199903294	-30.305867762873653	0.0	862.3981039036121	-46.351981292087146	1	-8.660249710083008	5.0	0.0	-0.2
39	869.8221199903294	-62.398094821300624	0.0	862.3981039036121	-46.351981292087146	1	8.660249710083008	5.0	0.0	-0.2
39	880.6876445496556	-46.351981292087146	0.0	862.3981039036121	-46.351981292087146	1	0.0	4.5258002281188965	0.0	-0.2
40	30.305867762873653	-81.83843802484806	0.0	18.28954064604357	-92.70396258417429	1	5.0	-8.660249710083008	-0.0	-0.2
40	30.305867762873653	-103.5694871435005	0.0	18.28954064604357	-92.70396258417429	1	5.0	8.660249710083008	0.0	-0.2
40	10.865524559326222	-76.65784905496079	0.0	18.28954064604357	-92.70396258417429	1	-8.660249710083008	-5.0	-0.0	-0.2
40	10.865524559326222	-108.75007611338776	0.0	18.28954064604357	-92.70396258417429	1	-8.660249710083008	5.0	-0.0	-0.2
40	0.0	-92.70396258417429	0.0	18.28954064604357	-92.70396258417429	1	-0.0	-4.5258002281188965	-0.0	-0.2
41	-10.865524559326222	-76.65784905496079	0.0	-18.28954064604357	-92.70396258417429	1	8.660249710083008	-5.0	-0.0	0.2
41	-10.865524559326222	-108.75007611338776	0.0	-18.28954064604357	-92.70396258417429	1	8.660249710083008	5.0	-0.0	0.2
41	0.0	-92.70396258417429	0.0	-18.28954064604357	-92.70396258417429	1	-0.0	-4.5258002281188965	-0.0	0.2
41	10.865524559326222	-76.65784905496079	0.0	-18.28954064604357	-92.70396258417429	1	-8.660249710083008	-5.0	-0.0	0.2
41	10.865524559326222	-108.75007611338776	0.0	-18.28954064604357	-92.70396258417429	1	-8.660249710083008	5.0	-0.0	0.2
42	76.65784905496079	-128.1904193169352	0.0	64.64152193813071	-139.0559438762614	1	-5.0	8.660249710083008	0.0	0.6
42	76.65784905496079	-149.92146843558766	0.0	64.64152193813071	-139.0559438762614	1	-5.0	-8.660249710083008	-0.0	0.6
42	57.21750585141336	-123.00983034704794	0.0	64.64152193813071	-139.0559438762614	1	8.660249710083008	5.0	0.0	0.6
42	57.21750585141336	-155.1020574054749	0.0	64.64152193813071	-139.0559438762614	1	-8.660249710083008	5.0	-0.0	0.6
42	46.351981292087146	-139.0559438762614	0.0	64.64152193813071	-139.0559438762614	1	0.0	4.5258002281188965	0.0	0.6
43	16.046113529213482	-128.1904193169352	0.0	28.062440646043573	-139.0559438762614	1	5.0	8.660249710083008	0.0	-0.2
43	16.046113529213482	-149.92146843558766	0.0	28.062440646043573	-139.0559438762614	1	5.0	-8.660249710083008	-0.0	-0.2
43	35.48645673276092	-123.00983034704794	0.0	28.062440646043573	-139.0559438762614	1	8.660249710083008	-5.0	-0.0	-0.2
43	35.48645673276092	-155.1020574054749	0.0	28.062440646043573	-139.0559438762614	1	8.660249710083008	5.0	0.0	-0.2
43	46.351981292087146	-139.0559438762614	0.0	28.062440646043573	-139.0559438762614	1	0.0	4.5258002281188965	0.0	-0.2
44	123.00983034704794	-81.83843802484806	0.0	110.99350323021784	-92.70396258417429	1	5.0	-8.660249710083008	-0.0	-0.2
44	123.00983034704794	-103.5694871435005	0.0	110.99350323021784	-92.70396258417429	1	-5.0	-8.660249710083008	-0.0	-0.2
44	103.5694871435005	-76.65784905496079	0.0	110.99350323021784	-92.70396258417429	1	-8.660249710083008	-5.0	-0.0	-0.2
44	103.5694871435005	-108.75007611338776	0.0	110.99350323021784	-92.70396258417429	1	8.660249710083008	-5.0	0.0	-0.2
44	92.70396258417429	-92.70396258417429	0.0	110.99350323021784	-92.70396258417429	1	-0.0	-4.5258002281188965	-0.0	-0.2
45	62.398094821300624	-81.83843802484806	0.0	74.41442193813072	-92.70396258417429	1	-5.0	-8.660249710083008	-0.0	0.2
