frame	type	coordination	number	fraction	err	time
9000	Q = -4	4	21.0	0.05817174515235457	0.00408789355885109	90.0
9000	Q = 0	4	136.6	0.378393351800554	0.007400725728352315	90.0
10000	Q = +1	3	296.9	0.3711249999999999	0.0057447137536270005	100.0
10000	Q = +2	4	90.2	0.2498614958448754	0.005909510618651893	100.0
10000	Q = +3	3	101.5	0.126875	0.0045918481512833625	100.0
10000	Q = +4	4	22.4	0.062049861495844884	0.00525910650633357	100.0
10000	Q = -1	3	303.6	0.3795	0.004930770730829005	100.0
10000	Q = -2	4	91.4	0.253185595567867	0.00728461049799299	100.0
10000	Q = -3	3	98.0	0.12249999999999998	0.003745367509040705	100.0
10000	Q = -4	4	21.1	0.058448753462603885	0.004034358684201935	100.0
10000	Q = 0	4	135.9	0.3764542936288088	0.007216998348908265	100.0
11000	Q = +1	3	296.3	0.370375	0.0050416666666666665	110.0
11000	Q = +2	4	90.1	0.24958448753462603	0.006018869247546543	110.0
11000	Q = +3	3	101.9	0.127375	0.004343937346079783	110.0
11000	Q = +4	4	22.3	0.061772853185595576	0.005256674174511647	110.0
11000	Q = -1	3	303.5	0.3793749999999999	0.0050147352317390015	110.0
11000	Q = -2	4	91.2	0.25263157894736843	0.0065003567522799776	110.0
11000	Q = -3	3	98.3	0.122875	0.0038732074707032026	110.0
11000	Q = -4	4	21.0	0.05817174515235457	0.0041704856105766255	110.0
11000	Q = 0	4	136.4	0.3778393351800554	0.00705873124787309	110.0
12000	Q = +1	3	295.9	0.36987499999999995	0.005268650733874431	120.0
12000	Q = +2	4	89.4	0.24764542936288086	0.005694974679634082	120.0
12000	Q = +3	3	102.2	0.12775	0.004404858428800836	120.0
12000	Q = +4	4	22.7	0.06288088642659281	0.005289013293303671	120.0
12000	Q = -1	3	304.0	0.38	0.005413460589637236	120.0
12000	Q = -2	4	92.1	0.2551246537396122	0.0064032274967999285	120.0
12000	Q = -3	3	97.9	0.12237499999999998	0.0039328124655122945	120.0
12000	Q = -4	4	20.8	0.05761772853185596	0.0036423052489964946	120.0
12000	Q = 0	4	136.0	0.3767313019390581	0.006822882069034594	120.0
13000	Q = +1	3	296.6	0.37075	0.005378713187701641	130.0
13000	Q = +2	4	89.9	0.2490304709141274	0.004945803043708989	130.0
13000	Q = +3	3	102.1	0.127625	0.004164374369444813	130.0
13000	Q = +4	4	22.5	0.062326869806094184	0.005243682683102746	130.0
13000	Q = -1	3	302.7	0.378375	0.0050896477175624705	130.0
13000	Q = -2	4	90.8	0.2515235457063712	0.006832871652816251	130.0
13000	Q = -3	3	98.6	0.12325	0.003979984645419849	130.0
13000	Q = -4	4	21.5	0.05955678670360111	0.003605840108913507	130.0
13000	Q = 0	4	136.3	0.3775623268698061	0.005941883857136162	130.0
14000	Q = +1	3	296.6	0.37075	0.00569844033242625	140.0
14000	Q = +2	4	89.8	0.24875346260387815	0.005396727311616791	140.0
14000	Q = +3	3	102.0	0.1275	0.004499228328897697	140.0
14000	Q = +4	4	22.6	0.06260387811634349	0.005177413026362397	140.0
14000	Q = -1	3	303.0	0.37875	0.005694783187756631	140.0
14000	Q = -2	4	90.8	0.25152354570637125	0.007407634762744814	140.0
14000	Q = -3	3	98.4	0.123	0.004354914210151306	140.0
14000	Q = -4	4	21.5	0.05955678670360111	0.0036058401089135066	140.0
14000	Q = 0	4	136.3	0.3775623268698061	0.006464186749099589	140.0
15000	Q = +1	3	297.6	0.372	0.006132789830991371	150.0
15000	Q = +2	4	89.4	0.24764542936288086	0.005094409685737292	150.0
15000	Q = +3	3	101.5	0.12687500000000002	0.004453657984673323	150.0
15000	Q = +4	4	22.7	0.06288088642659281	0.005158440525748263	150.0
15000	Q = -1	3	302.5	0.378125	0.005174892645155925	150.0
15000	Q = -2	4	91.0	0.25207756232686984	0.007375337229073265	150.0
15000	Q = -3	3	98.4	0.12300000000000003	0.003975620147292187	150.0
15000	Q = -4	4	21.2	0.05872576177285319	0.0033240997229916905	150.0
15000	Q = 0	4	136.7	0.37867036011080335	0.006411211574086783	150.0
16000	Q = +1	3	298.5	0.37312500000000004	0.00645564460160426	160.0
16000	Q = +2	4	89.0	0.24653739612188366	0.005555534240624683	160.0
16000	Q = +3	3	101.0	0.12625	0.004688194393011734	160.0
16000	Q = +4	4	22.7	0.06288088642659281	0.005158440525748263	160.0
16000	Q = -1	3	301.8	0.37725	0.005470247810758771	160.0
16000	Q = -2	4	90.6	0.25096952908587256	0.007202216066481995	160.0
16000	Q = -3	3	98.7	0.12337500000000001	0.003922203533162902	160.0
16000	Q = -4	4	20.9	0.05789473684210528	0.0031839223729578335	160.0
16000	Q = 0	4	137.8	0.38171745152354575	0.006513459681827666	160.0
17000	Q = +1	3	297.6	0.372	0.006203157797982139	170.0
17000	Q = +2	4	88.6	0.24542936288088643	0.00557391995301443	170.0
17000	Q = +3	3	101.9	0.12737500000000002	0.004704644572712752	170.0
17000	Q = +4	4	22.6	0.06260387811634349	0.005226582344629698	170.0
17000	Q = -1	3	302.2	0.37775	0.004992355266916717	170.0
17000	Q = -2	4	91.5	0.25346260387811637	0.0071909612086565235	170.0
17000	Q = -3	3	98.3	0.122875	0.003731668155426234	170.0
17000	Q = -4	4	20.9	0.05789473684210526	0.003047091412742383	170.0
17000	Q = 0	4	137.4	0.38060941828254846	0.006305954230457576	170.0
18000	Q = +1	3	297.9	0.372375	0.006076623011362664	180.0
18000	Q = +2	4	88.4	0.2448753462603878	0.005387239943052565	180.0
18000	Q = +3	3	101.7	0.127125	0.004491697588019725	180.0
18000	Q = +4	4	22.7	0.0628808864265928	0.00520778897588313	180.0
18000	Q = -1	3	302.4	0.378	0.005407684860969202	180.0
18000	Q = -2	4	91.0	0.25207756232686984	0.007293967740768791	180.0
18000	Q = -3	3	98.0	0.12250000000000001	0.004203999418543146	180.0
18000	Q = -4	4	21.2	0.05872576177285318	0.003084633996027713	180.0
18000	Q = 0	4	137.7	0.3814404432132964	0.0059990049384231895	180.0
19000	Q = +1	3	298.0	0.37249999999999994	0.005571504883482264	190.0
19000	Q = +2	4	88.6	0.24542936288088643	0.005177413026362394	190.0
19000	Q = +3	3	101.3	0.12662500000000002	0.004346334662678428	190.0
19000	Q = +4	4	22.6	0.0626038781163435	0.005259106506333571	190.0
19000	Q = -1	3	303.5	0.37937499999999996	0.005274578708821736	190.0
19000	Q = -2	4	91.0	0.2520775623268698	0.007636592106421178	190.0
19000	Q = -3	3	97.2	0.12149999999999998	0.004140752749601614	190.0
19000	Q = -4	4	21.4	0.059279778393351815	0.003177220781917868	190.0
19000	Q = 0	4	137.4	0.38060941828254846	0.006583764901191467	190.0
20000	Q = +1	3	298.4	0.37299999999999994	0.005391608706540606	200.0
20000	Q = +2	4	88.9	0.24626038781163434	0.005668714858050166	200.0
20000	Q = +3	3	101.0	0.12625000000000003	0.004397758267319587	200.0
20000	Q = +4	4	22.3	0.06177285318559557	0.005369008960334859	200.0
20000	Q = -1	3	303.5	0.379375	0.005963575782289609	200.0
20000	Q = -2	4	90.4	0.25041551246537397	0.00750369331631027	200.0
20000	Q = -3	3	97.1	0.12137499999999998	0.004242845284842604	200.0
20000	Q = -4	4	21.5	0.059556786703601115	0.0031785622304817186	200.0
20000	Q = 0	4	137.9	0.381994459833795	0.006548055642286761	200.0
21000	Q = +1	3	297.4	0.37175	0.005294126724756203	210.0
21000	Q = +2	4	89.0	0.24653739612188366	0.005984063433432926	210.0
21000	Q = +3	3	100.8	0.126	0.0042565309297073785	210.0
21000	Q = +4	4	22.5	0.062326869806094184	0.005403831907072773	210.0
21000	Q = -1	3	305.5	0.3818750000000001	0.005680283883750881	210.0
21000	Q = -2	4	90.4	0.2504155124653739	0.007142781017844401	210.0
21000	Q = -3	3	96.3	0.12037499999999998	0.0041627064513366785	210.0
21000	Q = -4	4	21.4	0.059279778393351815	0.0031502718576605694	210.0
21000	Q = 0	4	137.7	0.3814404432132964	0.006697391618019793	210.0
22000	Q = +1	3	298.6	0.37324999999999997	0.005810072671184453	220.0
22000	Q = +2	4	88.7	0.24570637119113573	0.00483421610811022	220.0
22000	Q = +3	3	100.0	0.12500000000000003	0.00427362713498603	220.0
22000	Q = +4	4	22.5	0.062326869806094184	0.005403831907072773	220.0
22000	Q = -1	3	305.5	0.3818750000000001	0.005949002017145393	220.0
22000	Q = -2	4	90.1	0.2495844875346261	0.006964493064869097	220.0
22000	Q = -3	3	95.9	0.119875	0.004259181259350204	220.0
22000	Q = -4	4	21.3	0.059002770083102486	0.0031999489291160586	220.0
22000	Q = 0	4	138.4	0.38337950138504157	0.0062516383674277925	220.0
23000	Q = +1	3	300.2	0.37525000000000003	0.004840511910485869	230.0
23000	Q = +2	4	88.8	0.24598337950138505	0.0049861495844875335	230.0
23000	Q = +3	3	99.6	0.12450000000000001	0.004298740125509644	230.0
23000	Q = +4	4	22.4	0.062049861495844884	0.005094409685737294	230.0
23000	Q = -1	3	303.6	0.37950000000000006	0.005449260908090598	230.0
23000	Q = -2	4	90.0	0.2493074792243767	0.007211680217827012	230.0
23000	Q = -3	3	96.6	0.12075	0.004163331998932264	230.0
23000	Q = -4	4	21.4	0.0592797783933518	0.0031502718576605694	230.0
23000	Q = 0	4	138.4	0.38337950138504157	0.005886381329827968	230.0
24000	Q = +1	3	299.7	0.374625	0.004754566518388158	240.0
24000	Q = +2	4	89.3	0.2473684210526316	0.005141885795872892	240.0
24000	Q = +3	3	99.3	0.12412500000000001	0.00422069142571583	240.0
24000	Q = +4	4	22.2	0.06149584487534626	0.005121117127926886	240.0
24000	Q = -1	3	304.8	0.38099999999999995	0.005377421934967223	240.0
24000	Q = -2	4	89.3	0.2473684210526316	0.006542845332615652	240.0
24000	Q = -3	3	96.2	0.12025	0.004060309238359943	240.0
24000	Q = -4	4	21.4	0.059279778393351815	0.002866883600417365	240.0
24000	Q = 0	4	138.8	0.38448753462603874	0.005658930173977682	240.0
25000	Q = +1	3	300.6	0.37575	0.004979820389442885	250.0
25000	Q = +2	4	88.9	0.24626038781163434	0.005263157894736842	250.0
25000	Q = +3	3	98.8	0.12349999999999998	0.004073116469949978	250.0
25000	Q = +4	4	22.1	0.06121883656509695	0.005131927324687073	250.0
25000	Q = -1	3	305.0	0.38125	0.005309844107357998	250.0
25000	Q = -2	4	89.6	0.24819944598337954	0.006099776385933056	250.0
25000	Q = -3	3	95.6	0.11949999999999998	0.0039006765794894825	250.0
25000	Q = -4	4	21.3	0.05900277008310251	0.0026777469990766395	250.0
25000	Q = 0	4	139.1	0.3853185595567868	0.005454086583794041	250.0
26000	Q = +1	3	300.9	0.37612500000000004	0.0045431954613465554	260.0
26000	Q = +2	4	88.9	0.24626038781163437	0.005327561121607261	260.0
26000	Q = +3	3	98.6	0.12324999999999997	0.00406629096625195	260.0
26000	Q = +4	4	22.4	0.06204986149584487	0.005060827185981429	260.0
26000	Q = -1	3	304.6	0.38075	0.0054492609080906106	260.0
26000	Q = -2	4	89.8	0.24875346260387815	0.005643843689727101	260.0
26000	Q = -3	3	95.9	0.119875	0.004226446169327395	260.0
26000	Q = -4	4	21.3	0.05900277008310249	0.002547204842868647	260.0
26000	Q = 0	4	138.6	0.38393351800554015	0.004924207433415837	260.0
27000	Q = +1	3	301.8	0.37725	0.004455801461764955	270.0
27000	Q = +2	4	88.8	0.24598337950138505	0.005236360804712033	270.0
27000	Q = +3	3	97.9	0.12237500000000001	0.004147665005759265	270.0
27000	Q = +4	4	22.1	0.061218836565096954	0.004680083433970152	270.0
27000	Q = -1	3	304.7	0.38087499999999996	0.005055422006783076	270.0
27000	Q = -2	4	88.9	0.24626038781163437	0.005831812622211683	270.0
27000	Q = -3	3	95.6	0.11950000000000001	0.003979984645419849	270.0
27000	Q = -4	4	21.3	0.05900277008310251	0.0027406873646640506	270.0
27000	Q = 0	4	139.9	0.3875346260387812	0.0054852619539350455	270.0
28000	Q = +1	3	302.1	0.377625	0.004984176350099274	280.0
28000	Q = +2	4	88.8	0.24598337950138505	0.005807639960670873	280.0
28000	Q = +3	3	98.0	0.12249999999999998	0.004277687589236866	280.0
28000	Q = +4	4	22.1	0.061218836565096954	0.004339796860572485	280.0
28000	Q = -1	3	304.4	0.3805	0.005228129047119374	280.0
28000	Q = -2	4	89.2	0.2470914127423823	0.006136010240382695	280.0
28000	Q = -3	3	95.5	0.11937499999999998	0.004075034083020384	280.0
28000	Q = -4	4	21.5	0.05955678670360111	0.0022711678441826124	280.0
28000	Q = 0	4	139.4	0.38614958448753456	0.00584276713557022	280.0
29000	Q = +1	3	300.8	0.376	0.004829740043614037	290.0
29000	Q = +2	4	89.1	0.24681440443213298	0.0053435406449604	290.0
29000	Q = +3	3	98.7	0.12337499999999998	0.0045225131287813854	290.0
29000	Q = +4	4	22.1	0.061218836565096954	0.004417681888792497	290.0
29000	Q = -1	3	305.2	0.38150000000000006	0.0052730973398521196	290.0
29000	Q = -2	4	89.6	0.24819944598337954	0.006862753158286998	290.0
29000	Q = -3	3	95.3	0.11912500000000001	0.0040399480882253366	290.0
29000	Q = -4	4	21.5	0.05955678670360111	0.0026198081180260594	290.0
29000	Q = 0	4	138.7	0.38421052631578945	0.0052404297778994345	290.0
30000	Q = +1	3	303.2	0.379	0.00539032054293208	300.0
30000	Q = +2	4	88.6	0.24542936288088643	0.005496907134307374	300.0
30000	Q = +3	3	97.5	0.121875	0.00439084432528516	300.0
30000	Q = +4	4	22.1	0.061218836565096954	0.004513148443157871	300.0
30000	Q = -1	3	303.5	0.379375	0.00570163840975167	300.0
30000	Q = -2	4	89.0	0.24653739612188366	0.007116472342750766	300.0
30000	Q = -3	3	95.8	0.11975	0.004169998667732268	300.0
30000	Q = -4	4	21.3	0.05900277008310249	0.002547204842868647	300.0
30000	Q = 0	4	140.0	0.3878116343490305	0.00514105666004619	300.0
31000	Q = +1	3	303.9	0.379875	0.00572655243386261	310.0
31000	Q = +2	4	89.3	0.2473684210526316	0.005825961792926082	310.0
31000	Q = +3	3	97.8	0.12225	0.004612784167699351	310.0
31000	Q = +4	4	21.4	0.059279778393351815	0.0036516564973749195	310.0
31000	Q = -1	3	302.0	0.37749999999999995	0.004859126579037755	310.0
31000	Q = -2	4	88.5	0.24515235457063717	0.0077501845125552355	310.0
31000	Q = -3	3	96.3	0.12037499999999998	0.00396184055150577	310.0
31000	Q = -4	4	21.5	0.059556786703601115	0.0026198081180260594	310.0
31000	Q = 0	4	140.3	0.38864265927977837	0.005321155875982977	310.0
32000	Q = +1	3	304.0	0.38	0.005345688813323205	320.0
32000	Q = +2	4	89.0	0.24653739612188366	0.005524755420739276	320.0
32000	Q = +3	3	97.5	0.121875	0.00433112924715432	320.0
32000	Q = +4	4	21.7	0.06011080332409974	0.0038527508855078605	320.0
32000	Q = -1	3	301.9	0.377375	0.004878559953738625	320.0
32000	Q = -2	4	88.8	0.24598337950138505	0.007778186403934507	320.0
32000	Q = -3	3	96.6	0.12075	0.004074821059465883	320.0
32000	Q = -4	4	21.3	0.05900277008310251	0.002547204842868647	320.0
32000	Q = 0	4	140.2	0.3883656509695291	0.0046131102481243936	320.0
33000	Q = +1	3	305.0	0.38125000000000003	0.005435863419100148	330.0
33000	Q = +2	4	89.1	0.24681440443213298	0.0058609791588396494	330.0
33000	Q = +3	3	97.0	0.12125	0.004417452760232856	330.0
33000	Q = +4	4	21.5	0.059556786703601115	0.003857174251930826	330.0
33000	Q = -1	3	302.1	0.37762500000000004	0.005212331798511849	330.0
33000	Q = -2	4	89.3	0.2473684210526316	0.007224083100302362	330.0
33000	Q = -3	3	95.9	0.119875	0.004007155058974716	330.0
33000	Q = -4	4	21.3	0.059002770083102486	0.002832476759035635	330.0
33000	Q = 0	4	139.8	0.38725761772853184	0.0048121197491395665	330.0
34000	Q = +1	3	304.4	0.38049999999999995	0.0049060620098450095	340.0
34000	Q = +2	4	88.8	0.24598337950138505	0.0054751494295008675	340.0
34000	Q = +3	3	96.9	0.12112500000000001	0.004230551907782771	340.0
34000	Q = +4	4	21.6	0.05983379501385042	0.00396508043464153	340.0
34000	Q = -1	3	304.2	0.38025	0.005583333333333327	340.0
34000	Q = -2	4	90.2	0.24986149584487535	0.007453531328018676	340.0
34000	Q = -3	3	94.5	0.118125	0.004010619583611046	340.0
34000	Q = -4	4	21.1	0.05844875346260388	0.0028444915606185336	340.0
34000	Q = 0	4	139.3	0.3858725761772853	0.004429246520853724	340.0
35000	Q = +1	3	304.5	0.38062500000000005	0.005537905992139794	350.0
35000	Q = +2	4	89.5	0.24792243767313016	0.004890327858491361	350.0
35000	Q = +3	3	96.6	0.12074999999999998	0.004610525397874349	350.0
35000	Q = +4	4	21.4	0.059279778393351815	0.004050177691497933	350.0
35000	Q = -1	3	304.2	0.3802499999999999	0.005226800593522243	350.0
35000	Q = -2	4	89.8	0.24875346260387815	0.007149939310288434	350.0
35000	Q = -3	3	94.7	0.11837499999999998	0.004027035372192411	350.0
35000	Q = -4	4	21.2	0.05872576177285319	0.0026376466956760302	350.0
35000	Q = 0	4	139.1	0.3853185595567867	0.004159226455976069	350.0
36000	Q = +1	3	306.1	0.382625	0.0055635532710669785	360.0
36000	Q = +2	4	89.8	0.2487534626038781	0.005220053194867065	360.0
36000	Q = +3	3	96.1	0.120125	0.004846426232000463	360.0
36000	Q = +4	4	21.2	0.05872576177285319	0.0037118654186965427	360.0
36000	Q = -1	3	303.7	0.379625	0.005234268759286673	360.0
36000	Q = -2	4	90.6	0.25096952908587256	0.006875165454842582	360.0
36000	Q = -3	3	94.1	0.11762500000000001	0.004088644505076086	360.0
36000	Q = -4	4	21.3	0.05900277008310249	0.0027716216103053815	360.0
36000	Q = 0	4	138.1	0.38254847645429363	0.004417681888792496	360.0
37000	Q = +1	3	305.9	0.382375	0.005653323751957289	370.0
37000	Q = +2	4	90.0	0.24930747922437674	0.005288207225586836	370.0
37000	Q = +3	3	95.9	0.119875	0.004959733695808003	370.0
37000	Q = +4	4	21.1	0.058448753462603885	0.004034358684201935	370.0
37000	Q = -1	3	304.3	0.38037499999999996	0.005658235148878134	370.0
37000	Q = -2	4	90.8	0.2515235457063712	0.006907333041279795	370.0
37000	Q = -3	3	93.9	0.11737499999999998	0.003989787309842189	370.0
37000	Q = -4	4	21.0	0.05817174515235457	0.002977749860867423	370.0
37000	Q = 0	4	138.1	0.38254847645429363	0.004456113947188787	370.0
38000	Q = +1	3	306.0	0.3825	0.00629152869605895	380.0
38000	Q = +2	4	90.5	0.2506925207756233	0.005589957845859762	380.0
38000	Q = +3	3	95.1	0.11887499999999998	0.004970223838017758	380.0
38000	Q = +4	4	21.1	0.058448753462603885	0.004280453180609145	380.0
38000	Q = -1	3	304.6	0.38075000000000003	0.0056556265003190505	380.0
38000	Q = -2	4	91.0	0.25207756232686984	0.0064635272391505095	380.0
38000	Q = -3	3	94.3	0.117875	0.004120789096493264	380.0
38000	Q = -4	4	20.5	0.05678670360110803	0.0027469020832213325	380.0
38000	Q = 0	4	137.9	0.3819944598337951	0.004220275118015306	380.0
39000	Q = +1	3	307.3	0.38412500000000005	0.0061011440184061605	390.0
39000	Q = +2	4	90.2	0.24986149584487533	0.005748617697607898	390.0
39000	Q = +3	3	94.3	0.11787500000000002	0.004919667163538606	390.0
39000	Q = +4	4	21.2	0.05872576177285319	0.004186808512928766	390.0
39000	Q = -1	3	304.6	0.38075000000000003	0.005590791039239839	390.0
39000	Q = -2	4	91.2	0.25263157894736843	0.006314061310167592	390.0
39000	Q = -3	3	93.8	0.11725	0.004227883631321939	390.0
39000	Q = -4	4	20.5	0.05678670360110803	0.002587059229200721	390.0
39000	Q = 0	4	137.9	0.3819944598337951	0.005375357184793308	390.0
40000	Q = +1	3	308.8	0.386	0.006232753983771718	400.0
40000	Q = +2	4	90.2	0.24986149584487533	0.005268824604870584	400.0
40000	Q = +3	3	93.4	0.11674999999999999	0.004614289399969042	400.0
40000	Q = +4	4	20.6	0.057063711911357354	0.004527294800417827	400.0
40000	Q = -1	3	304.0	0.38	0.005706964556087977	400.0
40000	Q = -2	4	90.7	0.25124653739612185	0.006773342542970751	400.0
40000	Q = -3	3	93.8	0.11725	0.0041699986677322665	400.0
40000	Q = -4	4	20.1	0.0556786703601108	0.0027838990640224074	400.0
40000	Q = 0	4	139.4	0.38614958448753467	0.005371390423730004	400.0
41000	Q = +1	3	310.2	0.38775	0.006650501234242917	410.0
41000	Q = +2	4	90.7	0.2512465373961219	0.0059990049384231895	410.0
41000	Q = +3	3	92.4	0.1155	0.00459165910465197	410.0
41000	Q = +4	4	20.4	0.05650969529085873	0.004412854347312472	410.0
41000	Q = -1	3	304.1	0.380125	0.005494473233269149	410.0
41000	Q = -2	4	90.6	0.25096952908587256	0.007166614187232597	410.0
41000	Q = -3	3	93.3	0.116625	0.004162706451336677	410.0
41000	Q = -4	4	20.3	0.056232686980609424	0.002547204842868647	410.0
41000	Q = 0	4	139.0	0.3850415512465374	0.006489855361331698	410.0
42000	Q = +1	3	310.5	0.38812499999999994	0.006791155399979194	420.0
42000	Q = +2	4	90.4	0.25041551246537397	0.0053713904237300035	420.0
42000	Q = +3	3	93.0	0.11625	0.004575751304430779	420.0
42000	Q = +4	4	20.4	0.05650969529085873	0.004638912903815501	420.0
42000	Q = -1	3	302.4	0.378	0.006548960901462828	420.0
42000	Q = -2	4	91.5	0.25346260387811637	0.006279533937550988	420.0
42000	Q = -3	3	94.1	0.11762500000000001	0.004267325795441969	420.0
