field	type	mean	err	time
27027.027027027027	Q = 0	0.39745345345345345	0.012360805890191284	270.27027027027026
30405.405405405407	Q = +1	0.36767543596811886	0.006795368665786944	304.05405405405406
30405.405405405407	Q = +2	0.24595795795795797	0.009871850556678486	304.05405405405406
30405.405405405407	Q = +3	0.12492359321627615	0.004722335196776752	304.05405405405406
30405.405405405407	Q = +4	0.05529129129129129	0.0037067238720905533	304.05405405405406
30405.405405405407	Q = -1	0.3847366213219871	0.005859846470515411	304.05405405405406
30405.405405405407	Q = -2	0.24151351351351352	0.006558338554648591	304.05405405405406
30405.405405405407	Q = -3	0.12266434949361779	0.00409939102439703	304.05405405405406
30405.405405405407	Q = -4	0.054582582582582584	0.002494414156041803	304.05405405405406
30405.405405405407	Q = 0	0.40265465465465466	0.011239310560780032	304.05405405405406
33783.78378378379	Q = +1	0.3679151435248996	0.006571898392848438	337.83783783783787
33783.78378378379	Q = +2	0.24612612612612614	0.01033695498801315	337.83783783783787
33783.78378378379	Q = +3	0.12486366632708097	0.004904569957605009	337.83783783783787
33783.78378378379	Q = +4	0.05555555555555556	0.0035293995048831265	337.83783783783787
33783.78378378379	Q = -1	0.38583927608317853	0.006759862010022565	337.83783783783787
33783.78378378379	Q = -2	0.24406006006006006	0.0067147946988144495	337.83783783783787
33783.78378378379	Q = -3	0.12138191406484089	0.004506178425862156	337.83783783783787
33783.78378378379	Q = -4	0.054570570570570576	0.0027327759991001557	337.83783783783787
33783.78378378379	Q = 0	0.3996876876876877	0.011642307981105746	337.83783783783787
37162.16216216216	Q = +1	0.36756157487864805	0.006567452710261735	371.6216216216216
37162.16216216216	Q = +2	0.24615015015015013	0.01090631893158651	371.6216216216216
37162.16216216216	Q = +3	0.12446215616947323	0.004806806057231192	371.6216216216216
37162.16216216216	Q = +4	0.05651651651651651	0.004256399388517646	371.6216216216216
37162.16216216216	Q = -1	0.3875771558698388	0.006518873155980519	371.6216216216216
37162.16216216216	Q = -2	0.24622222222222226	0.0057183513695144746	371.6216216216216
37162.16216216216	Q = -3	0.12039911308203992	0.004376545596887882	371.6216216216216
37162.16216216216	Q = -4	0.05407807807807809	0.002874964099206263	371.6216216216216
37162.16216216216	Q = 0	0.39703303303303306	0.012735326886785265	371.6216216216216
40540.54054054054	Q = +1	0.36851441241685146	0.006005912844733883	405.4054054054054
40540.54054054054	Q = +2	0.24413213213213208	0.011594384376429295	405.4054054054054
40540.54054054054	Q = +3	0.12416851441241686	0.0045978588699165535	405.4054054054054
40540.54054054054	Q = +4	0.05418618618618618	0.004256708236472862	405.4054054054054
40540.54054054054	Q = -1	0.38840414694073233	0.005761922179474714	405.4054054054054
40540.54054054054	Q = -2	0.24594594594594593	0.0058516090449980155	405.4054054054054
40540.54054054054	Q = -3	0.11891292622999941	0.004939517641280886	405.4054054054054
40540.54054054054	Q = -4	0.05175975975975976	0.002528074351892654	405.4054054054054
40540.54054054054	Q = 0	0.403975975975976	0.012080265879301064	405.4054054054054
43918.91891891892	Q = +1	0.3700485407802481	0.006099381169290089	439.1891891891892
43918.91891891892	Q = +2	0.24874474474474476	0.012312267389258608	439.1891891891892
43918.91891891892	Q = +3	0.12289207167255949	0.004105514839520718	439.1891891891892
43918.91891891892	Q = +4	0.051627627627627626	0.004126409271958603	439.1891891891892
43918.91891891892	Q = -1	0.3900820998381974	0.0057941107201538835	439.1891891891892
43918.91891891892	Q = -2	0.24677477477477477	0.005640764898402475	439.1891891891892
43918.91891891892	Q = -3	0.116977287708995	0.004813082283016499	439.1891891891892
43918.91891891892	Q = -4	0.052372372372372376	0.002265431355453817	439.1891891891892
43918.91891891892	Q = 0	0.4004804804804805	0.013232139810264738	439.1891891891892
47297.29729729729	Q = +1	0.37625097381194944	0.006663615288547875	472.9729729729729
47297.29729729729	Q = +2	0.2507027027027027	0.011459644828515933	472.9729729729729
47297.29729729729	Q = +3	0.12000359561335172	0.004205012400274201	472.9729729729729
47297.29729729729	Q = +4	0.0484924924924925	0.003946739658389984	472.9729729729729
47297.29729729729	Q = -1	0.38857793491939835	0.006765228833880223	472.9729729729729
47297.29729729729	Q = -2	0.2512912912912913	0.0054536827528268855	472.9729729729729
47297.29729729729	Q = -3	0.11516749565530053	0.0050024002413162506	472.9729729729729
47297.29729729729	Q = -4	0.04964564564564565	0.002115618871767299	472.9729729729729
47297.29729729729	Q = 0	0.3998678678678679	0.011557035110963862	472.9729729729729
50675.67567567567	Q = +1	0.38221969197578953	0.0051742776950662265	506.7567567567567
50675.67567567567	Q = +2	0.2537897897897897	0.01249080864399343	506.7567567567567
50675.67567567567	Q = +3	0.11638401150596274	0.004079270588956296	506.7567567567567
50675.67567567567	Q = +4	0.04666666666666666	0.0037063864969034167	506.7567567567567
50675.67567567567	Q = -1	0.3872835141127824	0.00688042696837069	506.7567567567567
50675.67567567567	Q = -2	0.2506546546546547	0.0053348015666379815	506.7567567567567
50675.67567567567	Q = -3	0.11411278240546532	0.004745595855208141	506.7567567567567
50675.67567567567	Q = -4	0.04903303303303303	0.0030879568357348036	506.7567567567567
50675.67567567567	Q = 0	0.39985585585585587	0.011754132767439378	506.7567567567567
54054.05405405405	Q = +1	0.38347815664888835	0.0047369917900585475	540.5405405405405
54054.05405405405	Q = +2	0.25017417417417415	0.0140319867591216	540.5405405405405
54054.05405405405	Q = +3	0.11301012764427398	0.003468045471212202	540.5405405405405
54054.05405405405	Q = +4	0.04884084084084085	0.00446762166336975	540.5405405405405
54054.05405405405	Q = -1	0.39207766524839693	0.006981390857057421	540.5405405405405
54054.05405405405	Q = -2	0.24970570570570566	0.005275016566206	540.5405405405405
54054.05405405405	Q = -3	0.11143405045844068	0.0048891368862644035	540.5405405405405
54054.05405405405	Q = -4	0.047579579579579576	0.002204126923026468	540.5405405405405
54054.05405405405	Q = 0	0.4036996996996997	0.011367815146949265	540.5405405405405
57432.43243243243	Q = +1	0.3896086774135555	0.004076097608728799	574.3243243243244
57432.43243243243	Q = +2	0.2534054054054054	0.014242160631018734	574.3243243243244
57432.43243243243	Q = +3	0.10861149397734764	0.0031541285305535403	574.3243243243244
57432.43243243243	Q = +4	0.04431231231231231	0.0037926795873744093	574.3243243243244
57432.43243243243	Q = -1	0.3937735962126206	0.0063609221133287385	574.3243243243244
57432.43243243243	Q = -2	0.25054654654654657	0.006305455874780493	574.3243243243244
57432.43243243243	Q = -3	0.1080062323964763	0.004904104974849117	574.3243243243244
57432.43243243243	Q = -4	0.04526126126126125	0.0022585422123212024	574.3243243243244
57432.43243243243	Q = 0	0.4064744744744745	0.012509554965781886	574.3243243243244
60810.81081081081	Q = +1	0.3897045604362678	0.004461707933819421	608.1081081081081
60810.81081081081	Q = +2	0.2564684684684685	0.013060744983959087	608.1081081081081
60810.81081081081	Q = +3	0.10656798705579193	0.0038868597578911677	608.1081081081081
60810.81081081081	Q = +4	0.04302702702702703	0.0035193259190068557	608.1081081081081
60810.81081081081	Q = -1	0.3987115718823036	0.004867959324097699	608.1081081081081
60810.81081081081	Q = -2	0.2517237237237237	0.006083298450145864	608.1081081081081
60810.81081081081	Q = -3	0.10501588062563674	0.004154404669850484	608.1081081081081
60810.81081081081	Q = -4	0.0424984984984985	0.0022050977415169694	608.1081081081081
60810.81081081081	Q = 0	0.4062822822822822	0.010027421094101062	608.1081081081081
64189.18918918919	Q = +1	0.39479235332893875	0.0045731232259447405	641.8918918918919
64189.18918918919	Q = +2	0.26457657657657657	0.013900863958890765	641.8918918918919
64189.18918918919	Q = +3	0.10064721040330797	0.0030206065126568695	641.8918918918919
64189.18918918919	Q = +4	0.03777777777777778	0.0033125118107348727	641.8918918918919
64189.18918918919	Q = -1	0.404937975669683	0.005737283237297626	641.8918918918919
64189.18918918919	Q = -2	0.24580180180180183	0.006110510235023701	641.8918918918919
64189.18918918919	Q = -3	0.09962246059807035	0.004336894613346411	641.8918918918919
64189.18918918919	Q = -4	0.04188588588588589	0.0019161617049935236	641.8918918918919
64189.18918918919	Q = 0	0.4099579579579579	0.010211944346247403	641.8918918918919
67567.56756756757	Q = +1	0.39883142566069396	0.0036189209483340834	675.6756756756757
67567.56756756757	Q = +2	0.26521321321321323	0.01441132710792709	675.6756756756757
67567.56756756757	Q = +3	0.09569125666686643	0.002692056856424751	675.6756756756757
67567.56756756757	Q = +4	0.036000000000000004	0.0025992771547514314	675.6756756756757
67567.56756756757	Q = -1	0.41164379457062383	0.0062036822673440005	675.6756756756757
67567.56756756757	Q = -2	0.24425225225225225	0.005397040946101554	675.6756756756757
67567.56756756757	Q = -3	0.09383352310181577	0.00485893222400572	675.6756756756757
67567.56756756757	Q = -4	0.04050450450450451	0.0026060376192053205	675.6756756756757
67567.56756756757	Q = 0	0.41403003003003	0.010942215517379334	675.6756756756757
70945.94594594595	Q = +1	0.4063103014322527	0.0034174379503831083	709.4594594594595
70945.94594594595	Q = +2	0.2636276276276276	0.01332002871268107	709.4594594594595
70945.94594594595	Q = +3	0.08836819080721521	0.0026425908475001467	709.4594594594595
70945.94594594595	Q = +4	0.03508708708708709	0.0031283778078533982	709.4594594594595
70945.94594594595	Q = -1	0.41719901719901714	0.007382214436533465	709.4594594594595
70945.94594594595	Q = -2	0.24404804804804803	0.005986435917352676	709.4594594594595
70945.94594594595	Q = -3	0.08812249056151494	0.005204556312641868	709.4594594594595
70945.94594594595	Q = -4	0.03735735735735736	0.0029722549966701532	709.4594594594595
70945.94594594595	Q = 0	0.41987987987987985	0.010984906721642691	709.4594594594595
74324.32432432432	Q = +1	0.4142745850062923	0.004236500951483965	743.2432432432432
74324.32432432432	Q = +2	0.26160960960960955	0.013102327820568414	743.2432432432432
74324.32432432432	Q = +3	0.08346017858212981	0.0033325200055960105	743.2432432432432
74324.32432432432	Q = +4	0.029501501501501513	0.0031344575005607988	743.2432432432432
74324.32432432432	Q = -1	0.4162222089051357	0.006472043920951757	743.2432432432432
74324.32432432432	Q = -2	0.2412132132132132	0.005248894954711222	743.2432432432432
74324.32432432432	Q = -3	0.08604302750644215	0.004869424314312565	743.2432432432432
74324.32432432432	Q = -4	0.032612612612612626	0.0035910916142623097	743.2432432432432
74324.32432432432	Q = 0	0.435063063063063	0.009680476928100052	743.2432432432432
77702.7027027027	Q = +1	0.4198777491460418	0.0035083513036102787	777.0270270270271
77702.7027027027	Q = +2	0.25863063063063063	0.012998472819180203	777.0270270270271
77702.7027027027	Q = +3	0.07599928087732964	0.0033787146476047104	777.0270270270271
77702.7027027027	Q = +4	0.02466066066066065	0.0021962281330971086	777.0270270270271
77702.7027027027	Q = -1	0.4241745071013364	0.004531763832914908	777.0270270270271
77702.7027027027	Q = -2	0.23120720720720725	0.008066091656271968	777.0270270270271
77702.7027027027	Q = -3	0.07994846287529213	0.004250112267446244	777.0270270270271
77702.7027027027	Q = -4	0.028216216216216207	0.0026729508389997034	777.0270270270271
77702.7027027027	Q = 0	0.4572852852852852	0.008813420396292501	777.0270270270271
81081.08108108108	Q = +1	0.4262959189788459	0.0038561679154084823	810.8108108108108
81081.08108108108	Q = +2	0.2578618618618619	0.013629103241147616	810.8108108108108
81081.08108108108	Q = +3	0.06898783484149339	0.0032952136897553	810.8108108108108
81081.08108108108	Q = +4	0.01948481815148482	0.003148843891624849	810.8108108108108
81081.08108108108	Q = -1	0.43402049499610473	0.0036499936143234483	810.8108108108108
81081.08108108108	Q = -2	0.22982582582582584	0.009370927208083605	810.8108108108108
81081.08108108108	Q = -3	0.07069575118355606	0.0038466865355433577	810.8108108108108
81081.08108108108	Q = -4	0.02433633633633634	0.00238008991240968	810.8108108108108
81081.08108108108	Q = 0	0.4697177177177177	0.009731545367901231	810.8108108108108
84459.45945945945	Q = +1	0.43516509857973273	0.0027192430829122267	844.5945945945946
84459.45945945945	Q = +2	0.2413813813813815	0.012294525593278009	844.5945945945946
84459.45945945945	Q = +3	0.06343261221310002	0.0037383605191366387	844.5945945945946
84459.45945945945	Q = +4	0.018502502502502516	0.0027279219823506543	844.5945945945946
84459.45945945945	Q = -1	0.4352370108467669	0.0037223641344646128	844.5945945945946
84459.45945945945	Q = -2	0.22372372372372373	0.01015138207662252	844.5945945945946
84459.45945945945	Q = -3	0.06616527836040033	0.0037148490155184772	844.5945945945946
84459.45945945945	Q = -4	0.01983183183183184	0.002515104207104751	844.5945945945946
84459.45945945945	Q = 0	0.4974534534534533	0.009053141597600237	844.5945945945946
87837.83783783784	Q = +1	0.4426859231737281	0.003179922623928846	878.3783783783784
87837.83783783784	Q = +2	0.23637237237237238	0.011880667294410088	878.3783783783784
87837.83783783784	Q = +3	0.055642116617726375	0.0035473732056181388	878.3783783783784
87837.83783783784	Q = +4	0.01581448114781448	0.0027550214814497905	878.3783783783784
87837.83783783784	Q = -1	0.443321148199197	0.0036962801836435298	878.3783783783784
87837.83783783784	Q = -2	0.2187867867867868	0.009713258177432458	878.3783783783784
87837.83783783784	Q = -3	0.058350812009348586	0.0037738934350290032	878.3783783783784
87837.83783783784	Q = -4	0.01658858858858859	0.002745208334796117	878.3783783783784
87837.83783783784	Q = 0	0.512996996996997	0.01155808379502089	878.3783783783784
91216.21621621621	Q = +1	0.4475939353988134	0.0038658701572706084	912.1621621621621
91216.21621621621	Q = +2	0.22976576576576577	0.010548309741848776	912.1621621621621
91216.21621621621	Q = +3	0.05016479894528677	0.002851837903015572	912.1621621621621
91216.21621621621	Q = +4	0.012444444444444445	0.0022685571530737256	912.1621621621621
91216.21621621621	Q = -1	0.4477797087553185	0.004586914823999861	912.1621621621621
91216.21621621621	Q = -2	0.20819219219219218	0.011121445292958247	912.1621621621621
91216.21621621621	Q = -3	0.0544615569005813	0.003338546305707459	912.1621621621621
91216.21621621621	Q = -4	0.014822822822822828	0.0025206278535291953	912.1621621621621
91216.21621621621	Q = 0	0.5352192192192192	0.012601536996359075	912.1621621621621
94594.59459459459	Q = +1	0.4599508599508598	0.00453332206555415	945.9459459459458
94594.59459459459	Q = +2	0.21993993993994004	0.011875446578408827	945.9459459459458
94594.59459459459	Q = +3	0.041109845987894765	0.003616791733678159	945.9459459459458
94594.59459459459	Q = +4	0.01005405405405407	0.002112813170872086	945.9459459459458
94594.59459459459	Q = -1	0.4529813627374602	0.005664853683221127	945.9459459459458
94594.59459459459	Q = -2	0.20532132132132133	0.010347574281672772	945.9459459459458
94594.59459459459	Q = -3	0.04595793132378502	0.004029064709572749	945.9459459459458
94594.59459459459	Q = -4	0.011207207207207219	0.0022817940225486446	945.9459459459458
94594.59459459459	Q = 0	0.5542822822822823	0.012632860433659117	945.9459459459458
97972.97297297297	Q = +1	0.4640378737939714	0.004610323412076853	979.7297297297297
97972.97297297297	Q = +2	0.21101501501501502	0.007818417370075301	979.7297297297297
97972.97297297297	Q = +3	0.03466770539941271	0.0032075444088063626	979.7297297297297
97972.97297297297	Q = +4	0.00992992992992993	0.0015687317737064848	979.7297297297297
97972.97297297297	Q = -1	0.4607179241325582	0.005448991514615744	979.7297297297297
97972.97297297297	Q = -2	0.19604804804804804	0.009894305466481583	979.7297297297297
97972.97297297297	Q = -3	0.04057649667405765	0.004024070157810388	979.7297297297297
97972.97297297297	Q = -4	0.008456781105429755	0.0012410178492478483	979.7297297297297
97972.97297297297	Q = 0	0.5777777777777777	0.010406220763164364	979.7297297297297
101351.35135135135	Q = +1	0.4645412596632109	0.0059921082664165385	1013.5135135135134
101351.35135135135	Q = +2	0.19471471471471483	0.006864385803925779	1013.5135135135134
101351.35135135135	Q = +3	0.03035296937735963	0.002632046007077805	1013.5135135135134
101351.35135135135	Q = +4	0.010798798798798803	0.0015272480613164818	1013.5135135135134
101351.35135135135	Q = -1	0.4679031581470606	0.006048945574888352	1013.5135135135134
101351.35135135135	Q = -2	0.17786186186186187	0.010482067238548578	1013.5135135135134
101351.35135135135	Q = -3	0.037202612812368925	0.003823074607045322	1013.5135135135134
101351.35135135135	Q = -4	0.00779157535914293	0.001335167379869049	1013.5135135135134
101351.35135135135	Q = 0	0.6127807807807806	0.009254226048612478	1013.5135135135134
104729.72972972973	Q = +1	0.47467489662611617	0.005800280715604247	1047.2972972972973
104729.72972972973	Q = +2	0.17505105105105104	0.005380256627298535	1047.2972972972973
104729.72972972973	Q = +3	0.02696710013783184	0.002716156825376832	1047.2972972972973
104729.72972972973	Q = +4	0.008084084084084089	0.001671454674137073	1047.2972972972973
104729.72972972973	Q = -1	0.4656259363576437	0.006017583112445908	1047.2972972972973
104729.72972972973	Q = -2	0.17293693693693696	0.008745079322012135	1047.2972972972973
104729.72972972973	Q = -3	0.032732066878408336	0.0034402395815368828	1047.2972972972973
104729.72972972973	Q = -4	0.007342585829072318	0.001747031622286663	1047.2972972972973
104729.72972972973	Q = 0	0.6402522522522522	0.008318590788496569	1047.2972972972973
108108.1081081081	Q = +1	0.47674836699226947	0.0040204372879849865	1081.081081081081
108108.1081081081	Q = +2	0.17045045045045043	0.00666976213730366	1081.081081081081
108108.1081081081	Q = +3	0.022148978246539223	0.0027207541004470584	1081.081081081081
108108.1081081081	Q = +4	0.006054054054054058	0.0008840057414041624	1081.081081081081
108108.1081081081	Q = -1	0.4737759932881884	0.004708027096580326	1081.081081081081
108108.1081081081	Q = -2	0.15954354354354355	0.009677799437066582	1081.081081081081
108108.1081081081	Q = -3	0.027326661473002938	0.002629357472722284	1081.081081081081
108108.1081081081	Q = -4	0.006881584286989694	0.001331165927765148	1081.081081081081
108108.1081081081	Q = 0	0.6614534534534535	0.00833952815884054	1081.081081081081
111486.48648648648	Q = +1	0.4728351411278241	0.005398528410220514	1114.8648648648648
111486.48648648648	Q = +2	0.15906306306306306	0.0071855039700176515	1114.8648648648648
111486.48648648648	Q = +3	0.023311559896925765	0.0028275643241570496	1114.8648648648648
111486.48648648648	Q = +4	0.005861861861861868	0.0007501071649150937	1114.8648648648648
111486.48648648648	Q = -1	0.4801162581650387	0.003502224683575085	1114.8648648648648
111486.48648648648	Q = -2	0.15458258258258267	0.0070321630515118964	1114.8648648648648
111486.48648648648	Q = -3	0.023737040810211548	0.0023312073403602453	1114.8648648648648
111486.48648648648	Q = -4	0.005591753916078235	0.0006869609778957464	1114.8648648648648
111486.48648648648	Q = 0	0.6796876876876877	0.00942958159735595	1114.8648648648648
114864.86486486487	Q = +1	0.4722358722358722	0.005689912175729567	1148.6486486486488
114864.86486486487	Q = +2	0.15262462462462462	0.0075051997787810515	1148.6486486486488
114864.86486486487	Q = +3	0.019883741834961343	0.003301286938419911	1148.6486486486488
114864.86486486487	Q = +4	0.005171171171171171	0.0004821833355035255	1148.6486486486488
114864.86486486487	Q = -1	0.48875172289806434	0.004784993550982092	1148.6486486486488
114864.86486486487	Q = -2	0.14355555555555558	0.007834055621613734	1148.6486486486488
114864.86486486487	Q = -3	0.019128663031102056	0.0018778961913664544	1148.6486486486488
114864.86486486487	Q = -4	0.0051187403619836055	0.00047713853734801645	1148.6486486486488
114864.86486486487	Q = 0	0.6988708708708709	0.013645202119801662	1148.6486486486488
118243.24324324324	Q = +1	0.467885180080302	0.004349912504203517	1182.4324324324325
118243.24324324324	Q = +2	0.1484924924924925	0.004137389862189523	1182.4324324324325
118243.24324324324	Q = +3	0.018139869359381562	0.0023331680896797706	1182.4324324324325
118243.24324324324	Q = +4	0.006288288288288283	0.0008789700815272593	1182.4324324324325
118243.24324324324	Q = -1	0.4968838017618505	0.0038453813613250083	1182.4324324324325
118243.24324324324	Q = -2	0.1294654654654655	0.005972245454082732	1182.4324324324325
118243.24324324324	Q = -3	0.01709114879846588	0.0019952404548298423	1182.4324324324325
118243.24324324324	Q = -4	0.004633714795876959	0.00018927035143251363	1182.4324324324325
118243.24324324324	Q = 0	0.7164804804804804	0.008804021813317972	1182.4324324324325
121621.62162162163	Q = +1	0.46367831245880026	0.005359757397894542	1216.2162162162163
121621.62162162163	Q = +2	0.14363963963963972	0.005950300222627937	1216.2162162162163
121621.62162162163	Q = +3	0.016605740995984893	0.0015752009513978057	1216.2162162162163
121621.62162162163	Q = +4	0.005169169169169164	0.0003730605972818349	1216.2162162162163
121621.62162162163	Q = -1	0.5078204590399713	0.00416793321393917	1216.2162162162163
121621.62162162163	Q = -2	0.11644444444444446	0.005602950894340413	1216.2162162162163
121621.62162162163	Q = -3	0.011895487505243595	0.0015105129524459761	1216.2162162162163
121621.62162162163	Q = -4	0.004593133674214755	0.00014868922977031074	1216.2162162162163
121621.62162162163	Q = 0	0.7364204204204203	0.007029349193803545	1216.2162162162163
125000.0	Q = +1	0.47028824833702887	0.004737729640957088	1250.0
125000.0	Q = +2	0.1248888888888889	0.004752300720694946	1250.0
125000.0	Q = +3	0.015299334811529933	0.0017937414781244046	1250.0
125000.0	Q = +4	0.005185185185185185	0.0005060222600473877	1250.0
125000.0	Q = -1	0.5059866962305988	0.003149634257599786	1250.0
125000.0	Q = -2	0.1128888888888889	0.008119816062841314	1250.0
125000.0	Q = -3	0.008425720620842573	0.0012715927963108096	1250.0
125000.0	Q = -4	0.004552552552552553	0.00010810810810810817	1250.0
125000.0	Q = 0	0.7600000000000001	0.008060130671843222	1250.0
128378.37837837837	Q = +1	0.4653203092227483	0.007271759195688159	1283.7837837837837
128378.37837837837	Q = +2	0.11670870870870872	0.004214533286064768	1283.7837837837837
128378.37837837837	Q = +3	0.017534607778510233	0.0014365297425811207	1283.7837837837837
128378.37837837837	Q = +4	0.0053633633633633606	0.0005220620893163716	1283.7837837837837
128378.37837837837	Q = -1	0.509690177982861	0.006836037580722128	1283.7837837837837
128378.37837837837	Q = -2	0.10739939939939946	0.00607510336165803	1283.7837837837837
