frame	Chi	count	err	time(s)	field(mT)
180000	-0.6	0.18757894736842104	0.003980491178633389	1800.0	22.5
180000	-0.2	0.23292105263157895	0.0049749854798401	1800.0	22.5
180000	0.2	0.23055263157894737	0.004049249149938124	1800.0	22.5
180000	0.6	0.18828947368421053	0.003625676253393326	1800.0	22.5
180000	1.0	0.10660526315789474	0.0023798655348189987	1800.0	22.5
185000	-1.0	0.10771052631578948	0.0029120296869206046	1850.0	23.125
185000	-0.6	0.18892105263157893	0.003661401312850912	1850.0	23.125
185000	-0.2	0.2288421052631579	0.004354934989145205	1850.0	23.125
185000	0.2	0.23060526315789473	0.004153080531547723	1850.0	23.125
185000	0.6	0.19010526315789472	0.003148975948193638	1850.0	23.125
185000	1.0	0.1063421052631579	0.0023472770232624398	1850.0	23.125
190000	-1.0	0.10821052631578947	0.002628300858392617	1900.0	23.75
190000	-0.6	0.19107894736842107	0.004089190561774539	1900.0	23.75
190000	-0.2	0.22715789473684211	0.004223061362603689	1900.0	23.75
190000	0.2	0.22610526315789475	0.004662533266606057	1900.0	23.75
190000	0.6	0.19344736842105265	0.0038609315400343364	1900.0	23.75
190000	1.0	0.10647368421052632	0.0024735585131580866	1900.0	23.75
195000	-1.0	0.10707894736842105	0.002355091383423364	1950.0	24.375
195000	-0.6	0.19223684210526315	0.0030855135764064055	1950.0	24.375
195000	-0.2	0.23010526315789473	0.004598652613184337	1950.0	24.375
195000	0.2	0.2211578947368421	0.004436122084758796	1950.0	24.375
195000	0.6	0.1951842105263158	0.00325096688479282	1950.0	24.375
195000	1.0	0.10681578947368421	0.0024776261527555228	1950.0	24.375
200000	-1.0	0.10831578947368421	0.002396067311384935	2000.0	25.0
200000	-0.6	0.19210526315789472	0.003401165031032647	2000.0	25.0
200000	-0.2	0.22815789473684212	0.00505286094180445	2000.0	25.0
200000	0.2	0.22173684210526318	0.004307128927953347	2000.0	25.0
200000	0.6	0.19471052631578947	0.0037343999674902886	2000.0	25.0
200000	1.0	0.1075	0.002085110987116523	2000.0	25.0
205000	-1.0	0.10763157894736843	0.002823305767747157	2050.0	25.0
205000	-0.6	0.1943157894736842	0.004168052419985581	2050.0	25.0
205000	-0.2	0.22692105263157894	0.0042526175542940674	2050.0	25.0
205000	0.2	0.22121052631578947	0.004940170049460566	2050.0	25.0
205000	0.6	0.1945	0.0038948257457847475	2050.0	25.0
205000	1.0	0.108	0.002585307486578393	2050.0	25.0
210000	-1.0	0.10710526315789473	0.0028057305499316217	2100.0	25.0
210000	-0.6	0.19381578947368422	0.003968124805531059	2100.0	25.0
210000	-0.2	0.227	0.004301382781423335	2100.0	25.0
210000	0.2	0.22352631578947368	0.004780234475598266	2100.0	25.0
210000	0.6	0.1946578947368421	0.004049353857456503	2100.0	25.0
210000	1.0	0.10636842105263157	0.002721814896337102	2100.0	25.0
215000	-1.0	0.10726315789473685	0.0026679018470891777	2150.0	25.0
215000	-0.6	0.19594736842105265	0.003193099504863889	2150.0	25.0
215000	-0.2	0.22471052631578947	0.004226013742679456	2150.0	25.0
215000	0.2	0.22042105263157896	0.005042529284848809	2150.0	25.0
215000	0.6	0.19902631578947366	0.004092230891105753	2150.0	25.0
215000	1.0	0.10515789473684212	0.00288377967255505	2150.0	25.0
220000	-1.0	0.10794736842105263	0.0025260248668868	2200.0	25.0
220000	-0.6	0.19589473684210526	0.0034297584015786256	2200.0	25.0
220000	-0.2	0.22328947368421054	0.004390818116895179	2200.0	25.0
220000	0.2	0.22086842105263157	0.004846570408893515	2200.0	25.0
220000	0.6	0.19889473684210526	0.004300659865465018	2200.0	25.0
220000	1.0	0.10557894736842105	0.0026749381769798444	2200.0	25.0
225000	-1.0	0.10831578947368421	0.002648228746824125	2250.0	25.0
225000	-0.6	0.1955263157894737	0.003805172458818093	2250.0	25.0
225000	-0.2	0.22402631578947368	0.004446440391546583	2250.0	25.0
225000	0.2	0.21971052631578947	0.004221161715672637	2250.0	25.0
225000	0.6	0.19905263157894737	0.0036719529096401137	2250.0	25.0
225000	1.0	0.10589473684210526	0.002737193235345388	2250.0	25.0
230000	-1.0	0.10705263157894737	0.0027622754460160308	2300.0	25.0
230000	-0.6	0.19857894736842105	0.003702425434193877	2300.0	25.0
230000	-0.2	0.22110526315789475	0.00489657865859244	2300.0	25.0
230000	0.2	0.22094736842105264	0.004959585664701768	2300.0	25.0
230000	0.6	0.1983421052631579	0.004149676101506434	2300.0	25.0
230000	1.0	0.10639473684210526	0.0028370509419772625	2300.0	25.0
235000	-1.0	0.10707894736842105	0.002794234734742366	2350.0	25.0
235000	-0.6	0.19707894736842105	0.003488642807635562	2350.0	25.0
235000	-0.2	0.2229736842105263	0.0056940989395954855	2350.0	25.0
235000	0.2	0.2195263157894737	0.0042792458771056426	2350.0	25.0
235000	0.6	0.2011842105263158	0.004079640286247115	2350.0	25.0
235000	1.0	0.10473684210526316	0.00305299268207558	2350.0	25.0
240000	-1.0	0.10847368421052632	0.002764065627585666	2400.0	25.0
240000	-0.6	0.19757894736842105	0.00483295497442693	2400.0	25.0
240000	-0.2	0.21971052631578947	0.005426109297313664	2400.0	25.0
240000	0.2	0.21921052631578947	0.004741166423323395	2400.0	25.0
240000	0.6	0.20289473684210527	0.0039723520148991125	2400.0	25.0
240000	1.0	0.1046578947368421	0.0021236608846914875	2400.0	25.0
245000	-1.0	0.10742105263157894	0.002824256721240954	2450.0	25.0
245000	-0.6	0.19984210526315788	0.003964909112223036	2450.0	25.0
245000	-0.2	0.2188684210526316	0.004644500637549464	2450.0	25.0
245000	0.2	0.22021052631578947	0.003965016046980451	2450.0	25.0
245000	0.6	0.1994736842105263	0.003698759060525969	2450.0	25.0
245000	1.0	0.10676315789473684	0.002506436397693358	2450.0	25.0
250000	-1.0	0.10755263157894737	0.002762339401049299	2500.0	25.0
250000	-0.6	0.20107894736842105	0.0031918267385082516	2500.0	25.0
250000	-0.2	0.2183421052631579	0.004688265361415095	2500.0	25.0
250000	0.2	0.21497368421052632	0.004331383435962604	2500.0	25.0
250000	0.6	0.2054736842105263	0.003280987980797455	2500.0	25.0
250000	1.0	0.10510526315789473	0.0022706891400345926	2500.0	25.0
