frame	type	coordination	number	fraction	err	time	mT
49000	Q = 0	4	86.5	0.3844444444444445	0.010226515469879896	490.0	6.125
50000	Q = +2	4	56.0	0.2488888888888889	0.00913246518958367	500.0	6.25
50000	Q = +4	4	12.7	0.056444444444444436	0.0055846153555468925	500.0	6.25
50000	Q = -2	4	58.1	0.25822222222222224	0.009309788055327391	500.0	6.25
50000	Q = -4	4	11.3	0.050222222222222224	0.005260823971722875	500.0	6.25
50000	Q = 0	4	86.9	0.38622222222222224	0.010187811109306187	500.0	6.25
51000	Q = +2	4	56.2	0.2497777777777778	0.009619367751554326	510.0	6.375
51000	Q = +4	4	12.1	0.05377777777777778	0.005277485372016852	510.0	6.375
51000	Q = -2	4	58.7	0.2608888888888889	0.00967056824910672	510.0	6.375
51000	Q = -4	4	11.2	0.04977777777777778	0.005535271612524267	510.0	6.375
51000	Q = 0	4	86.8	0.3857777777777778	0.011642597158156149	510.0	6.375
52000	Q = +2	4	56.4	0.2506666666666667	0.010008501187587874	520.0	6.5
52000	Q = +4	4	12.2	0.05422222222222221	0.00541501240962876	520.0	6.5
52000	Q = -2	4	58.0	0.2577777777777778	0.010004114379931338	520.0	6.5
52000	Q = -4	4	11.1	0.04933333333333333	0.005193643894209808	520.0	6.5
52000	Q = 0	4	87.3	0.38799999999999996	0.011264131499419471	520.0	6.5
53000	Q = +2	4	56.7	0.2520000000000001	0.009939184069759709	530.0	6.625
53000	Q = +4	4	12.3	0.05466666666666666	0.005739665371203115	530.0	6.625
53000	Q = -2	4	58.5	0.25999999999999995	0.010183501544346309	530.0	6.625
53000	Q = -4	4	10.8	0.048	0.004993273939660064	530.0	6.625
53000	Q = 0	4	86.7	0.3853333333333333	0.010222222222222228	530.0	6.625
54000	Q = +2	4	57.4	0.2551111111111112	0.00955986121771951	540.0	6.75
54000	Q = +4	4	12.0	0.05333333333333333	0.005341557445131835	540.0	6.75
54000	Q = -2	4	58.3	0.2591111111111111	0.01056016793315362	540.0	6.75
54000	Q = -4	4	10.8	0.048	0.005037037037037036	540.0	6.75
54000	Q = 0	4	86.5	0.3844444444444445	0.011518458973288988	540.0	6.75
55000	Q = +2	4	57.9	0.2573333333333333	0.00997005117534295	550.0	6.875
55000	Q = +4	4	11.7	0.052000000000000005	0.005260823971722875	550.0	6.875
55000	Q = -2	4	58.3	0.2591111111111111	0.010027123709047537	550.0	6.875
55000	Q = -4	4	10.6	0.04711111111111111	0.004922443770618118	550.0	6.875
55000	Q = 0	4	86.5	0.3844444444444445	0.0112094414447567	550.0	6.875
56000	Q = +2	4	57.3	0.2546666666666667	0.010392568833952938	560.0	7.0
56000	Q = +4	4	11.8	0.05244444444444444	0.004859620582772364	560.0	7.0
56000	Q = -2	4	58.0	0.2577777777777778	0.009938079899999066	560.0	7.0
56000	Q = -4	4	10.3	0.04577777777777777	0.004825628881452542	560.0	7.0
56000	Q = 0	4	87.6	0.3893333333333333	0.01078941715913074	560.0	7.0
57000	Q = +2	4	57.4	0.2551111111111111	0.010458881537613506	570.0	7.125
57000	Q = +4	4	11.4	0.050666666666666665	0.0053906386366400745	570.0	7.125
57000	Q = -2	4	57.5	0.2555555555555556	0.010522690878269484	570.0	7.125
57000	Q = -4	4	10.2	0.04533333333333333	0.00467547669275837	570.0	7.125
57000	Q = 0	4	88.5	0.39333333333333337	0.011763560018432777	570.0	7.125
58000	Q = +2	4	57.4	0.2551111111111111	0.009898247756142259	580.0	7.25
58000	Q = +4	4	11.4	0.050666666666666665	0.005471462314850188	580.0	7.25
58000	Q = -2	4	57.7	0.2564444444444445	0.010048988374584664	580.0	7.25
58000	Q = -4	4	10.0	0.04444444444444444	0.004684855792842044	580.0	7.25
58000	Q = 0	4	88.5	0.3933333333333333	0.012953435652324156	580.0	7.25
59000	Q = +2	4	57.0	0.2533333333333333	0.010846225314206296	590.0	7.375
59000	Q = +4	4	11.5	0.051111111111111114	0.005513420463978783	590.0	7.375
59000	Q = -2	4	57.1	0.25377777777777777	0.00990378957828638	590.0	7.375
59000	Q = -4	4	10.0	0.04444444444444444	0.004913518207933926	590.0	7.375
59000	Q = 0	4	89.4	0.3973333333333333	0.012643904173838144	590.0	7.375
60000	Q = +2	4	56.9	0.2528888888888889	0.009380246588608431	600.0	7.5
60000	Q = +4	4	11.4	0.050666666666666665	0.0057070697138542886	600.0	7.5
60000	Q = -2	4	57.2	0.25422222222222224	0.009710204212251224	600.0	7.5
60000	Q = -4	4	9.9	0.044000000000000004	0.005065280295490002	600.0	7.5
60000	Q = 0	4	89.6	0.3982222222222223	0.013204314047500556	600.0	7.5
61000	Q = +2	4	57.2	0.25422222222222224	0.009844887541236236	610.0	7.625
61000	Q = +4	4	11.9	0.05288888888888889	0.0054008077432765	610.0	7.625
61000	Q = -2	4	56.6	0.25155555555555553	0.008967553155805372	610.0	7.625
61000	Q = -4	4	10.1	0.04488888888888888	0.00523573245839179	610.0	7.625
61000	Q = 0	4	89.2	0.3964444444444445	0.01244444444444444	610.0	7.625
62000	Q = +2	4	57.7	0.2564444444444445	0.009181600256205137	620.0	7.75
62000	Q = +4	4	10.9	0.048444444444444436	0.004752300720694944	620.0	7.75
62000	Q = -2	4	56.6	0.2515555555555556	0.009467582405138049	620.0	7.75
62000	Q = -4	4	9.9	0.044000000000000004	0.0050217633353120865	620.0	7.75
62000	Q = 0	4	89.9	0.3995555555555555	0.013340738684269896	620.0	7.75
63000	Q = +2	4	57.9	0.2573333333333333	0.008825701338433469	630.0	7.875
63000	Q = +4	4	11.0	0.048888888888888885	0.004637770619999564	630.0	7.875
63000	Q = -2	4	56.0	0.2488888888888889	0.008587482516260408	630.0	7.875
63000	Q = -4	4	9.7	0.04311111111111112	0.0053023793090883784	630.0	7.875
63000	Q = 0	4	90.4	0.4017777777777778	0.012057475525556027	630.0	7.875
64000	Q = +2	4	57.7	0.2564444444444445	0.009783387840651293	640.0	8.0
64000	Q = +4	4	10.4	0.04622222222222222	0.004040942725032846	640.0	8.0
64000	Q = -2	4	56.4	0.25066666666666665	0.008643527197519894	640.0	8.0
64000	Q = -4	4	9.8	0.04355555555555556	0.005080423170216964	640.0	8.0
64000	Q = 0	4	90.7	0.4031111111111112	0.011514647438117356	640.0	8.0
65000	Q = +2	4	58.7	0.2608888888888889	0.008790817006901805	650.0	8.125
65000	Q = +4	4	10.2	0.04533333333333334	0.004126929859906404	650.0	8.125
65000	Q = -2	4	55.6	0.2471111111111111	0.008719371241222023	650.0	8.125
65000	Q = -4	4	9.5	0.04222222222222222	0.005433220983968072	650.0	8.125
65000	Q = 0	4	91.0	0.4044444444444445	0.009960140037909102	650.0	8.125
66000	Q = +2	4	58.8	0.2613333333333333	0.010130560590980005	660.0	8.25
66000	Q = +4	4	9.7	0.04311111111111112	0.0036918328279635882	660.0	8.25
66000	Q = -2	4	55.1	0.2448888888888889	0.009191156959553248	660.0	8.25
66000	Q = -4	4	9.2	0.040888888888888884	0.004859620582772364	660.0	8.25
66000	Q = 0	4	92.2	0.4097777777777778	0.009687574947716628	660.0	8.25
67000	Q = +2	4	58.9	0.2617777777777778	0.00981474493336408	670.0	8.375
67000	Q = +4	4	9.0	0.04	0.003442651863295481	670.0	8.375
67000	Q = -2	4	55.8	0.248	0.009294451639323334	670.0	8.375
67000	Q = -4	4	9.0	0.04	0.004542136212372116	670.0	8.375
67000	Q = 0	4	92.3	0.4102222222222223	0.010200728880060449	670.0	8.375
68000	Q = +2	4	58.8	0.2613333333333333	0.010173798348675196	680.0	8.5
68000	Q = +4	4	8.7	0.03866666666666667	0.0034458380295149635	680.0	8.5
