frame	type	coordination	number	fraction	err	mT	mT_2
0	Q = +1	3	12.451612903225806	0.3891129032258064	0.017137096774193547	0.55685714	1.39214285
0	Q = +3	3	4.096774193548387	0.1280241935483871	0.009091229340368741	0.55685714	1.39214285
0	Q = -1	3	11.483870967741936	0.3588709677419355	0.018494618771879825	0.55685714	1.39214285
0	Q = -3	3	3.967741935483871	0.12399193548387095	0.011270503918849744	0.55685714	1.39214285
100	Q = +1	3	12.290322580645164	0.3840725806451613	0.015755073400099576	0.7085523779999999	1.7713809449999998
100	Q = +3	3	4.064516129032258	0.12701612903225806	0.009042662737987822	0.7085523779999999	1.7713809449999998
100	Q = -1	3	11.709677419354836	0.3659274193548387	0.015486180943283485	0.7085523779999999	1.7713809449999998
100	Q = -3	3	3.9354838709677415	0.12298387096774195	0.010741131222111936	0.7085523779999999	1.7713809449999998
200	Q = +1	3	11.967741935483868	0.3739919354838709	0.017777411379585082	0.860247616	2.15061904
200	Q = +3	3	4.129032258064516	0.12903225806451613	0.00925005624754392	0.860247616	2.15061904
200	Q = -1	3	12.35483870967742	0.3860887096774194	0.01610801722339635	0.860247616	2.15061904
200	Q = -3	3	3.548387096774193	0.11088709677419356	0.009703984595560251	0.860247616	2.15061904
300	Q = +1	3	12.451612903225806	0.3891129032258064	0.01854948278671205	1.0119428540000002	2.5298571350000003
300	Q = +3	3	4.0	0.125	0.011010379115900687	1.0119428540000002	2.5298571350000003
300	Q = -1	3	12.451612903225806	0.3891129032258064	0.016639681805228658	1.0119428540000002	2.5298571350000003
300	Q = -3	3	3.333333333333333	0.10416666666666667	0.010088212460656295	1.0119428540000002	2.5298571350000003
400	Q = +1	3	12.580645161290322	0.39314516129032256	0.017255285049015818	1.163638092	2.9090952299999997
400	Q = +3	3	4.0	0.125	0.010271983714224208	1.163638092	2.9090952299999997
400	Q = -1	3	12.225806451612904	0.3820564516129033	0.016504779813044237	1.163638092	2.9090952299999997
400	Q = -3	3	3.433333333333333	0.10729166666666666	0.01097804812837019	1.163638092	2.9090952299999997
500	Q = +1	3	12.483870967741936	0.3901209677419355	0.01532788532963566	1.31533333	3.288333325
500	Q = +3	3	3.870967741935484	0.12096774193548387	0.0105245025291437	1.31533333	3.288333325
500	Q = -1	3	12.32258064516129	0.3850806451612903	0.015900600123492217	1.31533333	3.288333325
500	Q = -3	3	3.3225806451612905	0.10383064516129033	0.009975934665947041	1.31533333	3.288333325
600	Q = +1	3	12.806451612903226	0.4002016129032258	0.014006898354960244	1.4670285680000001	3.6675714200000002
600	Q = +3	3	3.933333333333333	0.12291666666666665	0.010043607028632384	1.4670285680000001	3.6675714200000002
600	Q = -1	3	12.0	0.375	0.014920262977301302	1.4670285680000001	3.6675714200000002
600	Q = -3	3	3.3870967741935485	0.1058467741935484	0.010214169458044804	1.4670285680000001	3.6675714200000002
700	Q = +1	3	12.741935483870966	0.39818548387096775	0.017687630723487963	1.618723806	4.046809515
700	Q = +3	3	3.733333333333333	0.11666666666666667	0.00970253205882312	1.618723806	4.046809515
700	Q = -1	3	12.483870967741936	0.3901209677419355	0.017681884565756544	1.618723806	4.046809515
700	Q = -3	3	3.161290322580645	0.09879032258064516	0.00973186966624772	1.618723806	4.046809515
800	Q = +1	3	12.709677419354836	0.3971774193548387	0.01728078596733889	1.770419044	4.4260476099999995
800	Q = +3	3	3.6774193548387095	0.11491935483870967	0.009870113375774451	1.770419044	4.4260476099999995
800	Q = -1	3	12.419354838709678	0.38810483870967744	0.01638117762562749	1.770419044	4.4260476099999995
800	Q = -3	3	3.193548387096774	0.0997983870967742	0.010492268142470429	1.770419044	4.4260476099999995
900	Q = +1	3	13.35483870967742	0.4173387096774194	0.016366696566614842	1.922114282	4.805285704999999
900	Q = +3	3	3.3666666666666667	0.10520833333333332	0.00840709097368684	1.922114282	4.805285704999999
900	Q = -1	3	12.451612903225806	0.3891129032258064	0.01593039648234262	1.922114282	4.805285704999999
900	Q = -3	3	3.25	0.1015625	0.011208149855405079	1.922114282	4.805285704999999
1000	Q = +1	3	12.93548387096774	0.4042338709677419	0.016519139825541436	2.07380952	5.1845238
1000	Q = +3	3	3.5	0.109375	0.007301922180408089	2.07380952	5.1845238
1000	Q = -1	3	12.870967741935484	0.4022177419354839	0.017374618979095566	2.07380952	5.1845238
1000	Q = -3	3	3.0	0.09375	0.010632513280967522	2.07380952	5.1845238
1100	Q = +1	3	13.451612903225806	0.4203629032258064	0.01638531272038618	2.225504758	5.563761895
1100	Q = +3	3	3.333333333333333	0.10416666666666667	0.008114954739335023	2.225504758	5.563761895
1100	Q = -1	3	12.548387096774194	0.3921370967741936	0.01670266879836453	2.225504758	5.563761895
1100	Q = -3	3	3.071428571428572	0.09598214285714286	0.010531187373790746	2.225504758	5.563761895
1200	Q = +1	3	13.580645161290322	0.42439516129032256	0.016252467861378912	2.377199996	5.94299999
1200	Q = +3	3	3.1724137931034484	0.09913793103448276	0.008644709455572159	2.377199996	5.94299999
1200	Q = -1	3	12.67741935483871	0.3961693548387097	0.01679973112902796	2.377199996	5.94299999
1200	Q = -3	3	2.8666666666666667	0.08958333333333332	0.010880478758200982	2.377199996	5.94299999
1300	Q = +1	3	13.35483870967742	0.4173387096774194	0.015098549689960331	2.528895234	6.322238085
1300	Q = +3	3	2.931034482758621	0.09159482758620688	0.007897632597525036	2.528895234	6.322238085
1300	Q = -1	3	13.32258064516129	0.4163306451612903	0.0162920192345459	2.528895234	6.322238085
1300	Q = -3	3	2.7586206896551726	0.08620689655172414	0.010247191650642008	2.528895234	6.322238085
1400	Q = +1	3	13.419354838709678	0.41935483870967744	0.014329652757282506	2.680590472	6.701476179999999
1400	Q = +3	3	2.7931034482758617	0.08728448275862069	0.007498991353952339	2.680590472	6.701476179999999
1400	Q = -1	3	13.419354838709678	0.41935483870967744	0.015183562198888641	2.680590472	6.701476179999999
1400	Q = -3	3	2.7241379310344827	0.08512931034482757	0.00902952209116496	2.680590472	6.701476179999999
1500	Q = +1	3	13.32258064516129	0.4163306451612903	0.01576796801969095	2.8322857100000003	7.080714275
1500	Q = +3	3	2.689655172413793	0.08405172413793104	0.007923844526866494	2.8322857100000003	7.080714275
1500	Q = -1	3	13.709677419354836	0.4284274193548387	0.01781928094302338	2.8322857100000003	7.080714275
1500	Q = -3	3	2.7142857142857144	0.08482142857142858	0.010019350137263966	2.8322857100000003	7.080714275
1600	Q = +1	3	13.419354838709678	0.41935483870967744	0.014904362563125984	2.983980948	7.45995237
1600	Q = +3	3	2.6153846153846154	0.08173076923076923	0.008505675967766411	2.983980948	7.45995237
1600	Q = -1	3	14.129032258064516	0.4415322580645161	0.01625038354359395	2.983980948	7.45995237
1600	Q = -3	3	2.5	0.078125	0.009163171231106729	2.983980948	7.45995237
1700	Q = +1	3	13.225806451612904	0.4133064516129033	0.013416476538144352	3.1356761860000004	7.839190465000001
1700	Q = +3	3	2.392857142857143	0.07477678571428571	0.0075969411669129985	3.1356761860000004	7.839190465000001
1700	Q = -1	3	14.096774193548386	0.4405241935483871	0.01400206088344489	3.1356761860000004	7.839190465000001
1700	Q = -3	3	2.689655172413793	0.08405172413793104	0.008649505411256248	3.1356761860000004	7.839190465000001
1800	Q = +1	3	13.06451612903226	0.4082661290322581	0.015400639455215897	3.287371424	8.21842856
1800	Q = +3	3	2.3846153846153846	0.07451923076923077	0.007958146806368678	3.287371424	8.21842856
